eventnumber,filenumber,event,pname,eventlabel,Brightness,Difficulty,TSide,TFeature,DFeature,ymaxframe,RT,ButtonRT,abvelthreshold,Vmax5percent,VthresholdGC,Vmax,VmaxMT,stoptime,mainreach,initreach,pathlengthnorm,pathlengthmm,movetime,deceltime,normlength,AUC,maxaperture,maxaptime,stopX,stopY
24,2,8,p01f20,Datafile processing p01f20 Block 2 event 8,Drk,Hrd,Lft,Narr,Narr,82,0.32,368,44,35,32,11.0359103853757,56,87,Correct,Incorrect,1.45119118612591,234.423607938506,0.55,0.31,1.45119118612591,0.174742341350143,115.905259529199,0.763636363636364,-85.3198070884292,216.153090381012
25,2,9,p01f20,Datafile processing p01f20 Block 2 event 9,Drk,Hrd,Rgt,Wide,Narr,69,0.33,396,41,34,31,15.5407861077668,54,69,Correct,Correct,1.01668588726171,303.475345928388,0.38,0.15,1.01668588726171,-0.0302977729808959,117.701790629733,0.763157894736842,180.17647047546,242.14678307034
26,2,10,p01f20,Datafile processing p01f20 Block 2 event 10,Drk,Hrd,Lft,Wide,Narr,76,0.39,458,49,43,42,12.0111340412976,60,75,Correct,Correct,1.01897210525473,243.665056342051,0.33,0.15,1.01897210525473,-0.0511522473414396,103.22872296601,0.545454545454545,-102.970256089584,220.332334428524
27,2,11,p01f20,Datafile processing p01f20 Block 2 event 11,Drk,Hrd,Lft,Narr,Wide,67,0.33,397,42,37,36,14.632099928473,53,66,Correct,Correct,1.02464032141101,255.042976024783,0.3,0.13,1.02464032141101,-0.0629599948058926,96.1355827406445,0.333333333333333,-119.337211465675,225.97576183354
28,2,12,p01f20,Datafile processing p01f20 Block 2 event 12,Drk,Esy,Lft,Wide,Narr,70,0.35,418,45,40,37,14.3839688536963,57,70,Correct,Correct,1.01154729767111,256.261078376867,0.33,0.13,1.01154729767111,-0.0236929866894648,103.918978518387,0.606060606060606,-111.351199488818,230.687687512942
29,2,13,p01f20,Datafile processing p01f20 Block 2 event 13,Drk,Esy,Rgt,Wide,Narr,68,0.34,394,42,37,35,14.8792443678762,54,68,Correct,Correct,1.008084571161,278.007065731108,0.33,0.14,1.008084571161,-0.0191539994158468,111.380909194149,0.787878787878788,164.791563055036,223.083718677017
30,2,14,p01f20,Datafile processing p01f20 Block 2 event 14,Drk,Esy,Lft,Narr,Wide,73,0.38,444,49,42,39,13.3842974256099,60,72,Correct,Correct,1.0192885780666,244.324449798346,0.33,0.12,1.0192885780666,-0.0254222264275169,96.9133380368782,0.393939393939394,-108.496393834683,216.718045393743
31,2,15,p01f20,Datafile processing p01f20 Block 2 event 15,Drk,Esy,Rgt,Wide,Wide,65,0.33,388,41,35,33,15.3039468090927,52,65,Correct,Correct,1.00930440528543,274.758576976099,0.32,0.13,1.00930440528543,-0.0203802497923305,112.943138737926,0.78125,161.845981047224,220.946123038562
32,2,16,p01f20,Datafile processing p01f20 Block 2 event 16,Drk,Esy,Lft,Wide,Wide,64,0.29,354,39,34,32,13.3253518993374,50,63,Correct,Correct,1.00959398229637,239.901633479197,0.31,0.13,1.00959398229637,-0.0217425561251085,104.382012505527,0.645161290322581,-100.220990558666,217.361664709858
33,3,1,p01f20,Datafile processing p01f20 Block 3 event 1,Bri,Esy,Rgt,Wide,Wide,65,0.31,371,39,33,31,15.6399566085476,51,65,Correct,Correct,1.01704591186923,297.111089011267,0.34,0.14,1.01704591186923,-0.0339210928244185,115.649745122221,0.852941176470588,168.093915850247,243.699138961419
34,3,2,p01f20,Datafile processing p01f20 Block 3 event 2,Bri,Esy,Lft,Narr,Wide,65,0.27,330,37,31,30,12.2916426248459,47,64,Correct,Correct,1.01675822296916,256.731481990098,0.34,0.17,1.01675822296916,-0.0436019387925297,93.6698014523556,0.352941176470588,-111.356313893242,230.524329394456
35,3,3,p01f20,Datafile processing p01f20 Block 3 event 3,Bri,Esy,Lft,Wide,Narr,70,0.31,367,43,36,35,11.2081665872984,54,70,Correct,Correct,1.01513077924004,245.152175676113,0.35,0.16,1.01513077924004,-0.0376366502807736,101.182592180508,0.514285714285714,-101.142372265852,224.273891531374
36,3,4,p01f20,Datafile processing p01f20 Block 3 event 4,Bri,Hrd,Rgt,Narr,Narr,64,0.3,373,38,31,29,14.2659214922216,52,64,Correct,Correct,1.01875440243351,274.683539266215,0.35,0.12,1.01875440243351,-0.0240445042418462,94.5166767492708,0.0285714285714286,164.451479029545,218.335079611285
37,3,5,p01f20,Datafile processing p01f20 Block 3 event 5,Bri,Esy,Lft,Narr,Narr,69,0.29,352,42,31,31,12.1367908373876,54,69,Correct,Correct,1.05202521108123,245.615033821902,0.38,0.15,1.05202521108123,-0.0635575989556178,91.1909099790812,0.368421052631579,-88.1838303993535,230.053986451215
38,3,6,p01f20,Datafile processing p01f20 Block 3 event 6,Bri,Esy,Rgt,Narr,Wide,64,0.3,372,38,33,31,14.0552609622143,51,65,Correct,Correct,1.01754487276451,275.08626448062,0.34,0.14,1.01754487276451,-0.0177719680291544,92.5208506860778,0.323529411764706,165.735843064247,217.75635473315
39,3,7,p01f20,Datafile processing p01f20 Block 3 event 7,Bri,Hrd,Lft,Narr,Wide,78,0.41,477,53,46,44,12.125463257692,64,77,Correct,Correct,1.02773145765925,243.07334732639,0.33,0.13,1.02773145765925,-0.0661550374799883,96.8595147011973,0.454545454545455,-115.254569194539,211.550313856251
40,3,8,p01f20,Datafile processing p01f20 Block 3 event 8,Bri,Hrd,Lft,Narr,Narr,66,0.27,333,40,29,27,12.7968982118373,51,65,Correct,Incorrect,1.08730819327792,252.815591425833,0.38,0.14,1.08730819327792,0.0344043273353691,97.5291898229804,0.447368421052632,-118.911207073404,219.383627977249
41,3,9,p01f20,Datafile processing p01f20 Block 3 event 9,Bri,Hrd,Rgt,Wide,Narr,63,0.3,363,39,34,31,15.7149234931506,50,63,Correct,Correct,1.0066404210864,283.560383631383,0.32,0.13,1.0066404210864,0.0275104895895078,114.290146514645,0.875,178.94973485205,220.019099062725
42,3,10,p01f20,Datafile processing p01f20 Block 3 event 10,Bri,Hrd,Rgt,Narr,Wide,62,0.32,374,39,35,32,15.2264880538532,49,62,Correct,Correct,1.0132271781787,258.972059738944,0.3,0.13,1.0132271781787,-0.0171059186066478,94.6071397819368,0.766666666666667,151.981348816223,207.656195295672
43,3,11,p01f20,Datafile processing p01f20 Block 3 event 11,Bri,Hrd,Rgt,Wide,Wide,65,0.3,361,38,31,29,15.6661691781026,49,65,Correct,Correct,1.01623840028341,288.990490159434,0.36,0.16,1.01623840028341,-0.0380820666572541,114.10768247179,0.777777777777778,178.177466068668,225.464714981306
44,3,12,p01f20,Datafile processing p01f20 Block 3 event 12,Bri,Esy,Rgt,Narr,Narr,60,0.27,342,35,29,26,15.3102760646739,48,60,Correct,Correct,1.01204075814733,274.82227752491,0.34,0.12,1.01204075814733,-0.0177662219929714,95.2371573132989,0.794117647058823,170.37170829718,213.15011812302
45,3,13,p01f20,Datafile processing p01f20 Block 3 event 13,Bri,Hrd,Lft,Wide,Narr,61,0.25,325,34,28,25,13.5972197880486,46,61,Incorrect,Incorrect,1.01566328214509,274.738104562978,0.36,0.15,1.01566328214509,-0.0220602713917546,93.6782643577838,0.75,160.851639990001,220.37921963587
46,3,14,p01f20,Datafile processing p01f20 Block 3 event 14,Bri,Hrd,Lft,Wide,Wide,65,0.29,367,41,32,30,14.0934934202581,53,64,Correct,Correct,1.06395541773138,248.176378096244,0.34,0.11,1.06395541773138,-0.0606830614544789,101.359187654022,0.441176470588235,-123.248040529736,211.903215255331
47,3,15,p01f20,Datafile processing p01f20 Block 3 event 15,Bri,Esy,Lft,Wide,Wide,69,0.29,361,40,34,32,13.2916534848071,51,68,Correct,Correct,1.01429752363199,265.633461326906,0.36,0.17,1.01429752363199,-0.0397212328178979,104.882242282327,0.805555555555556,-95.1114476012346,246.583168178246
48,3,16,p01f20,Datafile processing p01f20 Block 3 event 16,Bri,Esy,Rgt,Wide,Narr,63,0.29,344,37,30,28,15.8861716064779,50,63,Correct,Correct,1.01607057832182,294.861032517703,0.35,0.13,1.01607057832182,-0.0271215692128844,118.431512100147,0.828571428571429,183.231730093429,229.582227644871
49,4,1,p01f20,Datafile processing p01f20 Block 4 event 1,Drk,Esy,Rgt,Wide,Narr,71,0.35,398,44,38,36,15.0103074333171,56,70,Correct,Correct,1.01587207312262,288.030571233111,0.34,0.14,1.01587207312262,-0.0187007680701715,106.760208733872,0.735294117647059,161.93644432817,236.528558260968
50,4,2,p01f20,Datafile processing p01f20 Block 4 event 2,Drk,Esy,Rgt,Narr,Wide,68,0.33,394,41,35,33,14.6148995644536,55,68,Correct,Correct,1.01637761920095,288.298979754422,0.35,0.13,1.01637761920095,-0.0259264366320288,94.8357791965021,0.771428571428571,167.247073816217,232.619235361498
51,4,3,p01f20,Datafile processing p01f20 Block 4 event 3,Drk,Hrd,Lft,Wide,Wide,69,0.26,337,41,32,29,11.3076312419072,55,69,Correct,Correct,1.01400190810955,257.569163247851,0.4,0.14,1.01400190810955,-0.0190175052462354,110.403618329603,0.85,-98.1619520608343,237.058216138379
52,4,4,p01f20,Datafile processing p01f20 Block 4 event 4,Drk,Hrd,Rgt,Narr,Wide,69,0.32,372,44,34,32,13.8007455735894,58,69,Correct,Correct,1.01256640366293,276.635078170301,0.37,0.11,1.01256640366293,-0.0111516432878779,99.374205733518,0.783783783783784,167.878194842537,218.12017026286
53,4,5,p01f20,Datafile processing p01f20 Block 4 event 5,Drk,Esy,Lft,Wide,Narr,68,0.3,340,41,35,32,13.371371436578,53,67,Correct,Correct,1.02096154171643,258.81283904937,0.35,0.14,1.02096154171643,-0.0548552811960789,102.759658185736,0.828571428571429,-102.855795307198,236.89366246396
54,4,6,p01f20,Datafile processing p01f20 Block 4 event 6,Drk,Hrd,Lft,Narr,Wide,71,0.36,372,43,35,33,14.2280722534068,55,70,Incorrect,Incorrect,1.02364865805914,284.888294915494,0.37,0.15,1.02364865805914,-0.0266498208918678,119.335612885523,0.837837837837838,176.428133355746,222.12398477246
55,4,7,p01f20,Datafile processing p01f20 Block 4 event 7,Drk,Esy,Rgt,Wide,Wide,70,0.36,408,44,38,35,16.1938737088113,56,70,Correct,Correct,1.0126104193615,300.731948829409,0.35,0.14,1.0126104193615,-0.0128367151879476,120.127355783184,0.8,189.79009202744,232.100225648685
56,4,8,p01f20,Datafile processing p01f20 Block 4 event 8,Drk,Hrd,Rgt,Wide,Narr,68,0.34,364,45,38,35,16.4198425189384,56,69,Correct,Correct,1.09245903954225,269.968546902286,0.34,0.13,1.09245903954225,0.113701539311328,120.287940719678,0.852941176470588,141.979071513766,231.21968534724
57,4,9,p01f20,Datafile processing p01f20 Block 4 event 9,Drk,Hrd,Lft,Wide,Narr,79,0.35,399,45,37,35,12.4355258523198,65,78,Correct,Incorrect,1.1804687315718,261.622594755347,0.43,0.13,1.1804687315718,0.108975632422569,113.880581257119,0.86046511627907,-100.446308474042,239.812936291017
58,4,10,p01f20,Datafile processing p01f20 Block 4 event 10,Drk,Esy,Rgt,Narr,Narr,70,0.36,412,45,37,35,14.4612383496226,57,70,Correct,Correct,1.01573911159787,274.349018433626,0.35,0.13,1.01573911159787,-0.00555128414565718,99.7320106307668,0.771428571428571,172.869615286895,210.347489327166
59,4,11,p01f20,Datafile processing p01f20 Block 4 event 11,Drk,Esy,Lft,Wide,Wide,63,0.26,331,37,31,30,14.0335292710656,49,62,Correct,Correct,1.01443513441995,267.021750729869,0.32,0.13,1.01443513441995,-0.0447071110178197,109.632387045131,0.84375,-121.845922634099,238.709454888703
60,4,12,p01f20,Datafile processing p01f20 Block 4 event 12,Drk,Hrd,Rgt,Wide,Wide,69,0.31,353,45,37,33,16.3939096500058,58,70,Correct,Incorrect,1.10741936952158,271.142481994506,0.37,0.12,1.10741936952158,0.134357739904284,123.335410718305,0.891891891891892,132.674048734602,234.587004535724
61,4,13,p01f20,Datafile processing p01f20 Block 4 event 13,Drk,Esy,Lft,Narr,Narr,67,0.31,375,41,35,35,12.7385351308953,53,66,Correct,Correct,1.04736739950301,236.28269843055,0.31,0.13,1.04736739950301,-0.0847394223684575,98.1141143627793,0.258064516129032,-98.9231964122532,213.348629494604
62,4,14,p01f20,Datafile processing p01f20 Block 4 event 14,Drk,Hrd,Rgt,Narr,Narr,66,0.31,364,40,33,31,14.2818735657785,52,66,Correct,Correct,1.01264947057207,279.399865988575,0.35,0.14,1.01264947057207,-0.0287793356389732,100.153710766731,0.771428571428571,172.026133751594,217.624867915875
63,4,15,p01f20,Datafile processing p01f20 Block 4 event 15,Drk,Esy,Lft,Narr,Wide,73,0.34,378,46,39,36,12.1704088303738,57,72,Correct,Correct,1.04613414089318,245.379849832211,0.36,0.15,1.04613414089318,-0.0774072522159314,100.77194734513,0.361111111111111,-88.3527511330385,227.796355933322
64,4,16,p01f20,Datafile processing p01f20 Block 4 event 16,Drk,Hrd,Lft,Narr,Narr,73,0.33,371,46,38,35,11.5602561799258,58,72,Correct,Correct,1.02295217298486,248.011793287444,0.37,0.14,1.02295217298486,-0.0280217934435277,100.365109493863,0.783783783783784,-95.4338454546478,226.786928855499
65,5,1,p01f20,Datafile processing p01f20 Block 5 event 1,Bri,Esy,Lft,Wide,Wide,71,0.34,384,45,34,32,14.2356308699609,55,70,Correct,Correct,1.03474854934478,258.101775372499,0.38,0.15,1.03474854934478,-0.0253306953451246,109.296147123924,0.868421052631579,-104.230355488181,234.678114662876
66,5,2,p01f20,Datafile processing p01f20 Block 5 event 2,Bri,Esy,Rgt,Narr,Narr,68,0.31,389,40,34,32,13.6013097934118,52,69,Correct,Correct,1.02238110845981,286.16795921168,0.37,0.17,1.02238110845981,-0.0154973413228767,100.278705621279,0.027027027027027,174.357108881867,223.898471244902
67,5,3,p01f20,Datafile processing p01f20 Block 5 event 3,Bri,Hrd,Rgt,Narr,Narr,62,0.23,303,37,29,25,14.6206101372502,49,63,Correct,Correct,1.0434989025118,275.383659355407,0.38,0.14,1.0434989025118,0.0752367699022992,101.438061171259,0.684210526315789,151.804951043445,227.220449298236
68,5,4,p01f20,Datafile processing p01f20 Block 5 event 4,Bri,Hrd,Lft,Narr,Wide,70,0.31,369,44,36,34,11.094249056871,55,69,Correct,Correct,1.02702677526836,225.179750941635,0.35,0.14,1.02702677526836,-0.0625541547390651,101.61444523574,0.371428571428571,-100.326724688397,198.853786190807
69,5,5,p01f20,Datafile processing p01f20 Block 5 event 5,Bri,Hrd,Rgt,Narr,Wide,65,0.31,358,40,32,30,14.0170078353567,51,65,Correct,Correct,1.01503284402944,267.619144582453,0.35,0.14,1.01503284402944,-0.0157872200451636,96.4349625691372,0.0285714285714286,164.768508833012,208.599068195024
70,5,6,p01f20,Datafile processing p01f20 Block 5 event 6,Bri,Esy,Rgt,Wide,Wide,65,0.29,350,38,31,29,14.3201550934385,51,65,Correct,Correct,1.0106950669473,287.839704030534,0.36,0.14,1.0106950669473,-0.00934840906049204,117.001959383951,0.805555555555556,186.214715920045,217.086096298392
71,5,7,p01f20,Datafile processing p01f20 Block 5 event 7,Bri,Esy,Rgt,Narr,Wide,67,0.31,361,40,32,31,13.7871916056464,52,67,Correct,Correct,1.01186404572688,274.555048573793,0.36,0.15,1.01186404572688,-0.0192437659566382,99.231809667097,0.75,170.997817803309,211.980420171374
72,5,8,p01f20,Datafile processing p01f20 Block 5 event 8,Bri,Hrd,Lft,Wide,Wide,70,0.28,327,41,33,31,11.7343339487095,53,69,Correct,Correct,1.00832919093831,253.996975487316,0.38,0.16,1.00832919093831,-0.0247899999816976,121.242750917823,0.842105263157895,-100.935388323271,231.635880265657
73,5,9,p01f20,Datafile processing p01f20 Block 5 event 9,Bri,Hrd,Rgt,Wide,Wide,67,0.3,362,38,32,29,15.3329854484258,52,67,Correct,Correct,1.01756079061477,293.013790814898,0.38,0.15,1.01756079061477,-0.033757971325294,121.779245542677,0.815789473684211,178.730900719235,229.018493481909
74,5,10,p01f20,Datafile processing p01f20 Block 5 event 10,Bri,Esy,Lft,Wide,Narr,71,0.34,386,45,38,35,13.1258179602065,58,71,Correct,Correct,1.03077054438937,254.55908615646,0.36,0.13,1.03077054438937,-0.0675568948585936,119.89917264143,0.833333333333333,-98.175418311722,235.385793781094
75,5,11,p01f20,Datafile processing p01f20 Block 5 event 11,Bri,Hrd,Rgt,Wide,Narr,65,0.28,341,37,30,27,14.8319334779045,48,65,Correct,Correct,1.01375310652319,298.455791480791,0.38,0.17,1.01375310652319,-0.0200599158515774,126.594714351,0.815789473684211,180.869750810698,236.390373972686
76,5,12,p01f20,Datafile processing p01f20 Block 5 event 12,Bri,Hrd,Lft,Narr,Narr,73,0.3,343,42,32,30,12.5588036858726,60,73,Correct,Incorrect,1.14034843195803,255.906263038657,0.43,0.13,1.14034843195803,0.0735498145671586,99.795353986994,0.0232558139534884,-108.838678175009,231.296480784866
77,5,13,p01f20,Datafile processing p01f20 Block 5 event 13,Bri,Esy,Rgt,Wide,Narr,71,0.34,367,43,36,34,14.4598870737142,56,71,Correct,Correct,1.0089960767384,295.432216749173,0.37,0.15,1.0089960767384,-0.0100813869259098,120.931357926828,0.810810810810811,183.415827250462,230.572114771859
78,5,14,p01f20,Datafile processing p01f20 Block 5 event 14,Bri,Esy,Lft,Narr,Narr,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0089960767384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79,5,15,p01f20,Datafile processing p01f20 Block 5 event 15,Bri,Hrd,Lft,Wide,Narr,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0089960767384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80,5,16,p01f20,Datafile processing p01f20 Block 5 event 16,Bri,Esy,Lft,Narr,Wide,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0089960767384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81,6,1,p01f20,Datafile processing p01f20 Block 6 event 1,Drk,Hrd,Lft,Wide,Wide,72,0.34,369,45,39,36,12.8692275178659,55,72,Correct,Correct,1.02175908083523,256.497597751808,0.36,0.17,1.02175908083523,-0.0517733560597865,112.258248921426,0.722222222222222,-114.817301779626,228.156740872044
82,6,2,p01f20,Datafile processing p01f20 Block 6 event 2,Drk,Hrd,Lft,Wide,Narr,83,0.33,381,43,36,34,12.0323539033643,66,82,Correct,Incorrect,1.20680690367173,278.371733038097,0.48,0.16,1.20680690367173,0.137493344619411,111.844836949718,0.854166666666667,-110.530789701705,252.414808947798
83,6,3,p01f20,Datafile processing p01f20 Block 6 event 3,Drk,Hrd,Rgt,Wide,Wide,79,0.4,424,52,45,41,14.0213062870493,62,80,Correct,Correct,1.016494162798,281.542016133752,0.39,0.18,1.016494162798,0.0409926710571787,117.883161568622,0.769230769230769,147.367835354438,236.524079805104
84,6,4,p01f20,Datafile processing p01f20 Block 6 event 4,Drk,Esy,Rgt,Narr,Wide,73,0.36,401,45,36,35,12.5320479366288,58,73,Correct,Correct,1.01942244006659,262.675137953606,0.38,0.15,1.01942244006659,-0.0421981640488886,98.1985902419173,0.0526315789473684,152.200687611838,210.762296265602
85,6,5,p01f20,Datafile processing p01f20 Block 6 event 5,Drk,Esy,Lft,Narr,Narr,77,0.35,431,50,41,38,11.8154481198946,61,76,Correct,Correct,1.02440960844347,246.617807380493,0.38,0.15,1.02440960844347,-0.0543640655298463,98.6949336102335,0.184210526315789,-104.049272599031,220.558785392104
86,6,6,p01f20,Datafile processing p01f20 Block 6 event 6,Drk,Hrd,Lft,Narr,Narr,74,0.36,389,47,37,35,12.1821847858211,57,73,Correct,Correct,1.0255169199422,250.825633975489,0.38,0.16,1.0255169199422,0.0161197318776428,101.791777117773,0.815789473684211,-125.777262350139,215.415060862084
87,6,7,p01f20,Datafile processing p01f20 Block 6 event 7,Drk,Hrd,Rgt,Narr,Narr,76,0.39,417,51,44,39,14.8710664890762,62,76,Correct,Correct,1.05553333169942,271.371654588318,0.37,0.14,1.05553333169942,0.0925589005501793,104.414270352135,0.783783783783784,152.427154327272,221.502981680458
