eventnumber,filenumber,event,pname,eventlabel,Brightness,Difficulty,TSide,TFeature,DFeature,ymaxframe,RT,ButtonRT,abvelthreshold,Vmax5percent,VthresholdGC,Vmax,VmaxMT,stoptime,mainreach,initreach,pathlengthnorm,pathlengthmm,movetime,deceltime,normlength,AUC,maxaperture,maxaptime,stopX,stopY
566,29,6,p16f29,Datafile processing p16f29 Block 5 event 6,Bri,Hrd,Rgt,Horz,Horz,59,0.22,329,29,25,23,15.0299924839251,38,59,Correct,Correct,1.03000180827653,307.052455418786,0.36,0.21,1.03000180827653,-0.0690339513936366,110.579459686228,0.472222222222222,176.293192962452,248.743099578419
567,29,7,p16f29,Datafile processing p16f29 Block 5 event 7,Bri,Hrd,Rgt,Vert,Horz,60,0.25,354,32,28,27,14.9867256692468,40,59,Correct,Correct,1.05406039251234,262.213688684281,0.32,0.19,1.05406039251234,-0.093557616980966,122.731470548844,0.71875,152.973279515862,210.432140175891
568,29,8,p16f29,Datafile processing p16f29 Block 5 event 8,Bri,Bas,Lft,Horz,Miss,62,0.22,322,32,26,22,13.6154946002516,43,62,Correct,Correct,1.04257747854681,265.60557650989,0.4,0.19,1.04257747854681,0.050026692003695,110.972648540252,0.575,-97.3883533285916,243.515774597054
569,29,9,p16f29,Datafile processing p16f29 Block 5 event 9,Bri,Hrd,Rgt,Horz,Vert,64,0.27,325,33,29,27,16.5202231197893,44,64,Correct,Correct,1.03571762039731,327.541217160623,0.37,0.2,1.03571762039731,-0.0753686512782056,110.972648540252,0.575,204.882215167687,253.373332003396
570,29,10,p16f29,Datafile processing p16f29 Block 5 event 10,Bri,Esy,Rgt,Vert,Vert,58,0.22,322,29,25,24,15.4663017213989,38,65,Correct,Correct,1.1499434773478,262.949495921864,0.41,0.27,1.1499434773478,-0.126186145679227,110.972648540252,0.575,159.422635108721,203.514974204533
571,29,11,p16f29,Datafile processing p16f29 Block 5 event 11,Bri,Esy,Rgt,Horz,Vert,63,0.29,354,35,31,30,16.8236671723951,44,62,Correct,Correct,1.02904467398824,306.965617908021,0.32,0.18,1.02904467398824,-0.0666654161954263,110.972648540252,0.575,185.125680988704,243.618250566993
572,29,12,p16f29,Datafile processing p16f29 Block 5 event 12,Bri,Bas,Rgt,Horz,Miss,52,0.19,294,26,23,21,18.1781704174105,36,52,Correct,Correct,1.00712613586741,305.270066437814,0.31,0.16,1.00712613586741,-0.0315143531526614,110.972648540252,0.575,195.430558914557,231.276596590706
573,29,13,p16f29,Datafile processing p16f29 Block 5 event 13,Bri,Esy,Rgt,Vert,Horz,60,0.22,340,28,24,24,15.6056078449016,37,60,Correct,Correct,1.1004717863131,261.693144874584,0.36,0.23,1.1004717863131,-0.12199043759538,110.972648540252,0.575,161.992517586795,203.102228134575
574,29,14,p16f29,Datafile processing p16f29 Block 5 event 14,Bri,Bas,Rgt,Vert,Miss,57,0.23,315,29,24,22,14.7729215177935,39,56,Correct,Correct,1.06251053028097,273.953982299665,0.34,0.17,1.06251053028097,-0.098262091922042,110.972648540252,0.575,162.615946262557,219.065686099504
575,29,15,p16f29,Datafile processing p16f29 Block 5 event 15,Bri,Esy,Lft,Horz,Vert,61,0.19,288,25,21,19,13.6815095885891,39,60,Correct,Incorrect,1.24823569224294,266.929945393302,0.41,0.21,1.24823569224294,0.126914360229627,110.972648540252,0.575,-78.1983043888088,252.221472085277
576,29,16,p16f29,Datafile processing p16f29 Block 5 event 16,Bri,Esy,Lft,Vert,Vert,72,0.26,345,36,31,29,13.0336592948038,47,70,Correct,Correct,1.02465823626597,259.893766818754,0.41,0.23,1.02465823626597,0.0613850228601359,110.972648540252,0.575,-133.290941106702,221.802870146013
577,29,17,p16f29,Datafile processing p16f29 Block 5 event 17,Bri,Esy,Rgt,Horz,Horz,62,0.25,329,33,28,26,16.4503154790819,44,62,Correct,Correct,1.00849336827042,325.946424343191,0.36,0.18,1.00849336827042,-0.034591825986073,110.972648540252,0.575,205.326673867023,249.752259310255
578,29,18,p16f29,Datafile processing p16f29 Block 5 event 18,Bri,Hrd,Lft,Vert,Vert,70,0.23,327,30,27,26,12.756843662556,47,70,Correct,Incorrect,1.23400459299835,265.284388800545,0.44,0.23,1.23400459299835,0.157380017965884,110.972648540252,0.575,-138.322862755036,224.491250727595
579,29,19,p16f29,Datafile processing p16f29 Block 5 event 19,Bri,Hrd,Rgt,Vert,Vert,57,0.23,310,30,25,24,16.1684933793837,40,56,Correct,Correct,1.03228616772767,268.627200547308,0.32,0.16,1.03228616772767,-0.0705017498104375,110.972648540252,0.575,164.714334375109,209.856387711391
580,29,20,p16f29,Datafile processing p16f29 Block 5 event 20,Bri,Hrd,Lft,Vert,Horz,62,0.2,310,34,25,24,12.8167310261154,47,72,Correct,Correct,1.17473974588627,270.261356324598,0.48,0.25,1.17473974588627,0.136469243067328,110.972648540252,0.575,-143.631799751806,225.993416066448
581,30,1,p16f29,Datafile processing p16f29 Block 6 event 1,Drk,Bas,Lft,Horz,Miss,61,0.25,319,32,23,22,15.1453524876337,45,61,Correct,Incorrect,1.09940515299529,279.475691897381,0.39,0.16,1.09940515299529,0.0632611333754325,119.574576125377,0.487179487179487,-95.1325321525013,261.170305043595
582,30,2,p16f29,Datafile processing p16f29 Block 6 event 2,Drk,Esy,Rgt,Vert,Horz,65,0.24,343,34,28,27,14.9144247148708,47,65,Correct,Correct,1.00979797803976,288.582335949906,0.38,0.18,1.00979797803976,0.0263656574928952,118.095340210226,0.868421052631579,174.90810900396,226.212395718662
583,30,3,p16f29,Datafile processing p16f29 Block 6 event 3,Drk,Bas,Rgt,Vert,Miss,73,0.38,480,45,40,39,15.0340416666175,53,73,Correct,Correct,1.045762398965,262.712101059354,0.34,0.2,1.045762398965,-0.0740294779046559,121.71094088046,0.705882352941177,156.182065889801,209.076478840521
584,30,4,p16f29,Datafile processing p16f29 Block 6 event 4,Drk,Hrd,Rgt,Vert,Vert,56,0.21,308,28,25,24,15.7961616047968,35,56,Correct,Correct,1.07327163608072,268.345650862987,0.32,0.21,1.07327163608072,-0.10387612962135,123.404243567041,0.6875,159.34795124333,215.261014961653
585,30,5,p16f29,Datafile processing p16f29 Block 6 event 5,Drk,Hrd,Lft,Horz,Vert,73,0.23,325,30,25,23,12.3802375127686,37,73,Correct,Incorrect,1.48350205332536,270.27328198691,0.5,0.36,1.48350205332536,0.276187411761763,120.391758091222,0.62,-102.181528952619,247.817780012547
586,30,6,p16f29,Datafile processing p16f29 Block 6 event 6,Drk,Esy,Rgt,Horz,Horz,63,0.23,312,31,27,28,15.0535780955138,41,62,Correct,Correct,1.01792816570752,315.268741433077,0.34,0.21,1.01792816570752,-0.0521704107134013,112.463210814059,0.470588235294118,194.03343384606,246.163958847368
587,30,7,p16f29,Datafile processing p16f29 Block 6 event 7,Drk,Hrd,Lft,Vert,Horz,72,0.24,321,32,26,24,13.6088973321842,52,78,Correct,Incorrect,1.51772824915356,293.31475747465,0.54,0.26,1.51772824915356,0.297219060495387,114.002828716487,0.425925925925926,-186.907857008089,220.71662118764
588,30,8,p16f29,Datafile processing p16f29 Block 6 event 8,Drk,Esy,Lft,Vert,Vert,69,0.24,326,35,29,28,13.133938506578,47,67,Correct,Correct,1.02255975769817,264.186019980974,0.39,0.2,1.02255975769817,0.0348756697405658,130.63718968181,0.717948717948718,-141.068707780815,221.780943344492
589,30,9,p16f29,Datafile processing p16f29 Block 6 event 9,Drk,Bas,Rgt,Horz,Miss,67,0.27,339,35,30,28,14.8667759689617,46,66,Correct,Correct,1.01148966847494,311.756571578943,0.38,0.2,1.01148966847494,-0.0399086212110943,110.893560617742,0.421052631578947,196.515541043986,239.717495322062
590,30,10,p16f29,Datafile processing p16f29 Block 6 event 10,Drk,Bas,Lft,Vert,Miss,81,0.3,394,39,34,32,12.0091866591789,52,75,Correct,Correct,1.07053233056981,262.371294836264,0.43,0.23,1.07053233056981,0.101218033890786,126.339527045201,0.744186046511628,-146.935378033701,217.981245712396
591,30,11,p16f29,Datafile processing p16f29 Block 6 event 11,Drk,Hrd,Lft,Horz,Horz,62,0.25,346,35,28,25,12.0024311602882,47,70,Correct,Incorrect,1.21276392393469,211.658558665151,0.45,0.23,1.21276392393469,0.0687529090533921,117.639084260883,0.888888888888889,-19.6076307447226,197.842262994163
592,30,12,p16f29,Datafile processing p16f29 Block 6 event 12,Drk,Hrd,Rgt,Horz,Vert,63,0.26,342,33,29,29,16.1758624511275,47,61,Correct,Correct,1.01211798309203,324.315081616275,0.32,0.14,1.01211798309203,-0.0410577901269243,105.173406177634,0.46875,199.302512736873,254.33811041486
593,30,13,p16f29,Datafile processing p16f29 Block 6 event 13,Drk,Esy,Rgt,Vert,Vert,68,0.32,409,39,35,35,12.7972024681773,49,68,Correct,Correct,1.03437165010395,255.569504694186,0.33,0.19,1.03437165010395,-0.0695208333974029,126.00275265507,0.727272727272727,159.107034931169,196.181558142896
594,30,14,p16f29,Datafile processing p16f29 Block 6 event 14,Drk,Hrd,Rgt,Horz,Horz,60,0.25,340,32,27,25,17.9094270374553,43,59,Correct,Correct,1.00964831449249,330.613755188699,0.34,0.16,1.00964831449249,-0.0240956978867003,107.013218637577,0.470588235294118,219.839179263471,243.938441520615
595,30,15,p16f29,Datafile processing p16f29 Block 6 event 15,Drk,Esy,Lft,Horz,Horz,67,0.25,341,34,27,26,13.4788719644845,48,66,Correct,Incorrect,1.08857429075065,273.204719175281,0.4,0.18,1.08857429075065,0.0650794996485693,118.654633862819,0.6,-86.6138749688091,257.744490000724
596,30,16,p16f29,Datafile processing p16f29 Block 6 event 16,Drk,Esy,Lft,Vert,Horz,64,0.27,326,37,28,27,12.0028699842623,45,57,Incorrect,Incorrect,1.06327742190859,209.199158792226,0.3,0.12,1.06327742190859,-0.0749539294475416,110.652332487193,0.833333333333333,62.577556893923,181.867792569776
597,30,17,p16f29,Datafile processing p16f29 Block 6 event 17,Drk,Hrd,Lft,Vert,Vert,63,0.2,314,31,25,25,13.0561706530525,43,63,Correct,Correct,1.01221301865269,269.384754188988,0.38,0.2,1.01221301865269,0.00134647635686684,128.273767832919,0.815789473684211,-129.401448974351,234.879024450444
598,30,18,p16f29,Datafile processing p16f29 Block 6 event 18,Drk,Hrd,Rgt,Vert,Horz,69,0.3,400,36,32,31,14.4866260034083,45,79,Correct,Correct,1.23279141590011,248.947820005055,0.48,0.34,1.23279141590011,-0.141758636835591,123.666040192544,0.541666666666667,149.87840067967,196.31769835864
599,30,19,p16f29,Datafile processing p16f29 Block 6 event 19,Drk,Esy,Lft,Horz,Vert,65,0.24,318,36,29,29,12.9443288037535,47,64,Correct,Correct,1.01999403618115,262.894068777253,0.35,0.17,1.01999403618115,-0.0123074305976814,113.851531955258,0.285714285714286,-90.7994936897186,248.00969558058
600,30,20,p16f29,Datafile processing p16f29 Block 6 event 20,Drk,Esy,Rgt,Horz,Vert,60,0.25,351,31,28,25,18.820977461434,41,60,Correct,Correct,1.0128567886577,334.639090239834,0.35,0.19,1.0128567886577,-0.0300052338771211,109.130000349355,0.485714285714286,219.378843437581,251.115765258007
601,31,1,p22f23,Datafile processing p22f23 Block 1 event 1,Bri,Esy,Rgt,Horz,Horz,135,0.49,744,88,73,74,10.8280414886842,99,135,Correct,Correct,1.00883795328445,317.613888522395,0.61,0.36,1.00883795328445,-0.036436923059176,97.1400503540061,0.819672131147541,173.906482655276,268.593878558221
602,31,2,p22f23,Datafile processing p22f23 Block 1 event 2,Bri,Bas,Lft,Vert,Miss,128,0.23,368,47,29,30,5.9623597489677,61,121,Correct,Correct,1.06897884849883,241.319674728099,0.91,0.6,1.06897884849883,-0.0195397161629049,113.96385400644,0.747252747252747,-127.629216541741,203.811461837573
603,31,3,p22f23,Datafile processing p22f23 Block 1 event 3,Bri,Hrd,Lft,Horz,Horz,120,0.33,586,75,58,58,8.08044767299511,88,121,Correct,Correct,1.00385438410205,267.297990512252,0.63,0.33,1.00385438410205,-0.0112168131569313,93.7046681885136,0.841269841269841,-110.301902889972,245.157388350986
604,31,4,p22f23,Datafile processing p22f23 Block 1 event 4,Bri,Esy,Rgt,Vert,Vert,89,0.33,525,50,37,37,8.7537506742775,62,89,Correct,Correct,1.01401445640287,252.722899824921,0.52,0.27,1.01401445640287,-0.0441224538135918,103.802557136545,0.923076923076923,153.34303960107,200.742082492434
605,31,5,p22f23,Datafile processing p22f23 Block 1 event 5,Bri,Bas,Lft,Horz,Miss,90,0.22,378,49,30,31,8.16216059522485,63,90,Correct,Correct,1.01639274913132,267.380971315962,0.59,0.27,1.01639274913132,-0.0135590916786044,93.0900434083317,0.847457627118644,-101.329507540626,248.478715950528
606,31,6,p22f23,Datafile processing p22f23 Block 1 event 6,Bri,Esy,Lft,Horz,Horz,88,0.27,405,49,34,34,9.00047676136322,62,88,Correct,Correct,1.01033533953221,260.331434129315,0.54,0.26,1.01033533953221,-0.0132972045999823,93.0938026911412,0.888888888888889,-109.021539318991,236.159340385856
607,31,7,p22f23,Datafile processing p22f23 Block 1 event 7,Bri,Bas,Rgt,Vert,Miss,83,0.25,384,38,28,28,8.00195986335728,53,84,Correct,Correct,1.01115503987318,256.928873444072,0.56,0.31,1.01115503987318,-0.0240056611196413,97.9795809771538,0.875,155.049615271232,204.412685824841
608,31,8,p22f23,Datafile processing p22f23 Block 1 event 8,Bri,Esy,Lft,Vert,Vert,80,0.19,319,37,24,24,7.54661096995055,55,79,Correct,Correct,1.00933235489324,251.067640654407,0.55,0.24,1.00933235489324,-0.0214075827843347,112.316276105778,0.927272727272727,-133.569487166862,212.035850743822
609,31,9,p22f23,Datafile processing p22f23 Block 1 event 9,Bri,Hrd,Rgt,Vert,Horz,93,0.21,346,44,29,29,9.79161799511991,55,97,Correct,Correct,1.02131986621404,259.910431837689,0.68,0.42,1.02131986621404,-0.000320973431753552,98.5220950210087,0.823529411764706,158.641461047356,205.716095776319
610,31,10,p22f23,Datafile processing p22f23 Block 1 event 10,Bri,Hrd,Rgt,Vert,Vert,89,0.35,494,50,39,39,9.0949874600899,64,88,Correct,Correct,1.01024529152989,261.717432897319,0.49,0.24,1.01024529152989,-0.0367107491467985,99.4001205933517,0.877551020408163,152.380910962051,212.380038890087
611,31,11,p22f23,Datafile processing p22f23 Block 1 event 11,Bri,Esy,Lft,Vert,Horz,86,0.26,400,44,32,33,8.85625006766785,57,82,Correct,Correct,1.00724137949996,250.877588585634,0.49,0.25,1.00724137949996,0.00269251844007298,111.810692348396,0.897959183673469,-128.192286433478,215.614547359198
612,31,12,p22f23,Datafile processing p22f23 Block 1 event 12,Bri,Esy,Rgt,Horz,Vert,80,0.2,328,40,27,27,9.89303008574295,54,80,Correct,Correct,1.00166977511303,288.690854923154,0.53,0.26,1.00166977511303,0.00015706050804383,88.332318449896,0.886792452830189,171.738362217633,232.123524219547
613,31,13,p22f23,Datafile processing p22f23 Block 1 event 13,Bri,Esy,Lft,Horz,Vert,80,0.22,347,44,29,30,9.36639706616697,57,79,Correct,Correct,1.00473793952296,255.933492988451,0.49,0.22,1.00473793952296,-0.0162722408650941,90.9968511583398,0.897959183673469,-93.7481131785177,239.408618974189
614,31,14,p22f23,Datafile processing p22f23 Block 1 event 14,Bri,Hrd,Rgt,Horz,Vert,81,0.22,343,38,26,27,8.55025644515944,60,81,Correct,Correct,1.0108664915052,298.996448684533,0.54,0.21,1.0108664915052,-0.000625814931756244,87.2584043540699,0.87037037037037,180.346756484908,238.577215984743
615,31,15,p22f23,Datafile processing p22f23 Block 1 event 15,Bri,Esy,Rgt,Vert,Horz,72,0.22,344,39,27,26,9.48646207755013,52,71,Correct,Correct,1.00871676027371,234.547781421863,0.45,0.19,1.00871676027371,-0.0307560553405867,91.283530910881,0.866666666666667,133.947943460997,191.166272984438
616,31,16,p22f23,Datafile processing p22f23 Block 1 event 16,Bri,Bas,Rgt,Horz,Miss,85,0.28,372,40,32,32,10.9953688844085,53,85,Correct,Correct,1.00982988502491,311.656826198782,0.53,0.32,1.00982988502491,-0.038725087309194,90.4664626172416,0.811320754716981,183.213441790036,251.557450659995
617,31,17,p22f23,Datafile processing p22f23 Block 1 event 17,Bri,Hrd,Lft,Horz,Vert,79,0.22,320,40,28,28,8.97845367128726,50,79,Correct,Correct,1.025806342627,267.839846025687,0.51,0.29,1.025806342627,0.00244603928247213,89.7038699037586,0.803921568627451,-106.139035160046,244.356206143657
618,31,18,p22f23,Datafile processing p22f23 Block 1 event 18,Bri,Hrd,Rgt,Horz,Horz,73,0.19,308,36,24,24,11.4922193346791,51,73,Correct,Correct,1.0023533825653,294.775126632954,0.49,0.22,1.0023533825653,-0.00265951189144887,85.8749509909065,0.959183673469388,171.779600782243,240.309472043714
619,31,19,p22f23,Datafile processing p22f23 Block 1 event 19,Bri,Hrd,Lft,Vert,Horz,91,0.21,339,47,28,28,8.51977436507054,60,91,Correct,Correct,1.02398719761404,262.140515940259,0.63,0.31,1.02398719761404,0.033970199090424,113.742508391658,0.841269841269841,-136.68049854875,223.335919473839
620,31,20,p22f23,Datafile processing p22f23 Block 1 event 20,Bri,Hrd,Lft,Vert,Vert,89,0.19,314,41,24,24,8.66077662534403,54,85,Correct,Incorrect,1.11282528666402,257.609717910386,0.61,0.31,1.11282528666402,0.0534051599700118,113.434550372975,0.901639344262295,-130.931353492631,221.00986811687
621,32,1,p22f23,Datafile processing p22f23 Block 2 event 1,Drk,Esy,Rgt,Vert,Vert,80,0.08,330,43,24,24,10.2857487146992,55,80,Correct,Incorrect,1.17267111127068,257.145713266795,0.56,0.25,1.17267111127068,0.148667593156927,102.288685147973,0.946428571428571,153.550739122331,206.335386027516
622,32,2,p22f23,Datafile processing p22f23 Block 2 event 2,Drk,Hrd,Lft,Horz,Horz,99,0.17,310,46,24,26,7.29093523816942,61,99,Correct,Incorrect,1.154653406619,259.892303638694,0.73,0.38,1.154653406619,0.105250834747405,91.9048835918925,0.876712328767123,-92.7805122690248,243.443745944131
623,32,3,p22f23,Datafile processing p22f23 Block 2 event 3,Drk,Hrd,Lft,Vert,Horz,93,0.19,357,50,28,41,7.48168628484132,61,94,Correct,Correct,1.01223867110771,228.411279542965,0.53,0.33,1.01223867110771,-0.0181464308868863,113.688079575352,0.849056603773585,-133.794893137766,199.479135803161
624,32,4,p22f23,Datafile processing p22f23 Block 2 event 4,Drk,Hrd,Rgt,Vert,Vert,90,0.2,353,51,32,43,8.96585705218199,62,90,Correct,Correct,1.00525415792285,232.502557671981,0.47,0.28,1.00525415792285,-0.0245221880375442,104.020426268801,0.872340425531915,148.224601953395,197.840240230519
625,32,5,p22f23,Datafile processing p22f23 Block 2 event 5,Drk,Hrd,Lft,Vert,Vert,104,0.27,437,56,35,52,7.35242756257873,70,104,Correct,Correct,1.00240862830838,227.935719275811,0.52,0.34,1.00240862830838,0.0072141428989278,118.992361042451,0.807692307692308,-137.161199142078,214.426409806532
626,32,6,p22f23,Datafile processing p22f23 Block 2 event 6,Drk,Esy,Rgt,Vert,Horz,80,0.2,328,44,28,30,10.2287134840013,55,80,Correct,Correct,1.02468513720546,249.898322045611,0.5,0.25,1.02468513720546,-0.0284563209387357,102.187387827062,0.8,155.980092038438,196.761386482245
627,32,7,p22f23,Datafile processing p22f23 Block 2 event 7,Drk,Bas,Lft,Vert,Miss,101,0.27,395,53,33,36,6.64457357110089,63,95,Correct,Correct,1.00647865804414,245.139361079052,0.59,0.32,1.00647865804414,-0.0125367729035909,112.832404440227,0.813559322033898,-136.530952769543,203.764478086285
628,32,8,p22f23,Datafile processing p22f23 Block 2 event 8,Drk,Esy,Rgt,Horz,Vert,81,0.2,321,42,28,27,11.2478226957479,54,79,Correct,Correct,1.00301418508745,301.542883816269,0.52,0.25,1.00301418508745,-0.0195008743747518,90.1774476030521,0.826923076923077,178.943232273859,242.170848237022
629,32,9,p22f23,Datafile processing p22f23 Block 2 event 9,Drk,Esy,Rgt,Horz,Horz,85,0.2,314,41,25,25,10.2961212560376,54,84,Correct,Correct,1.01492508205973,305.935655932474,0.59,0.3,1.01492508205973,-0.0465551649198288,87.7030522099341,0.796610169491525,183.349224668233,244.808869945759
630,32,10,p22f23,Datafile processing p22f23 Block 2 event 10,Drk,Esy,Lft,Vert,Vert,91,0.29,414,46,33,39,9.221546467623,59,91,Correct,Correct,1.01373075144035,260.827289869727,0.52,0.32,1.01373075144035,-0.0118117570582025,114.86237511651,0.788461538461538,-141.806736893097,224.376715774215
631,32,11,p22f23,Datafile processing p22f23 Block 2 event 11,Drk,Esy,Lft,Horz,Vert,80,0.19,332,41,26,28,8.94137024957747,54,79,Correct,Correct,1.00560875082315,265.986967640536,0.51,0.25,1.00560875082315,-0.0218893328709214,95.0161766586752,0.843137254901961,-103.90195536671,245.975665973091
632,32,12,p22f23,Datafile processing p22f23 Block 2 event 12,Drk,Bas,Rgt,Horz,Miss,84,0.22,337,45,30,34,12.1642797868864,57,83,Correct,Correct,1.00435207969529,312.799266130044,0.49,0.26,1.00435207969529,-0.024054509566812,89.9682818160825,0.714285714285714,190.971963961587,252.220059883475
633,32,13,p22f23,Datafile processing p22f23 Block 2 event 13,Drk,Bas,Rgt,Vert,Miss,78,0.2,326,39,27,27,9.95161603724452,53,77,Correct,Correct,1.0282442865465,254.004401605016,0.5,0.24,1.0282442865465,-0.0501430096119264,104.817281063608,0.9,151.368617372671,204.020798273818
634,32,14,p22f23,Datafile processing p22f23 Block 2 event 14,Drk,Esy,Lft,Horz,Horz,85,0.2,327,44,27,35,8.74779665153575,57,84,Correct,Correct,1.0017719834326,255.807908978857,0.49,0.27,1.0017719834326,0.00568825746051901,95.0347752880579,0.836734693877551,-100.54817632812,244.603719824968
635,32,15,p22f23,Datafile processing p22f23 Block 2 event 15,Drk,Bas,Lft,Horz,Miss,85,0.19,321,43,25,29,8.20333832564047,53,84,Correct,Correct,1.00227934106847,256.317980619017,0.55,0.31,1.00227934106847,-0.000545971297408427,93.648035107435,0.854545454545454,-97.1000096935904,240.399900096837
636,32,16,p22f23,Datafile processing p22f23 Block 2 event 16,Drk,Esy,Lft,Vert,Horz,101,0.19,315,43,25,27,7.76288249211883,56,97,Correct,Correct,1.01155393514252,275.88843372386,0.7,0.41,1.01155393514252,0.00970209662875994,110.874183881477,0.757142857142857,-142.774676050237,235.460064916936
637,32,17,p22f23,Datafile processing p22f23 Block 2 event 17,Drk,Hrd,Rgt,Horz,Horz,95,0.3,441,50,38,41,11.1952418831589,63,95,Correct,Correct,1.05182295828662,304.117232331534,0.54,0.32,1.05182295828662,-0.0728471518543096,93.4575980488803,0.759259259259259,168.216317477969,256.609870633871
638,32,18,p22f23,Datafile processing p22f23 Block 2 event 18,Drk,Hrd,Lft,Horz,Vert,92,0.21,333,51,29,35,8.67553660823189,63,92,Correct,Correct,1.01386220408766,275.901458295029,0.57,0.29,1.01386220408766,0.0211792154239418,92.2004917704183,0.807017543859649,-127.314490614367,250.059865076674
639,32,19,p22f23,Datafile processing p22f23 Block 2 event 19,Drk,Hrd,Rgt,Horz,Vert,80,0.19,316,35,24,24,10.8690988713811,49,78,Correct,Correct,1.01936599818431,299.086794633615,0.54,0.29,1.01936599818431,-0.0502569108137865,88.9218791647169,0.759259259259259,157.129455597297,254.241267692595
640,32,20,p22f23,Datafile processing p22f23 Block 2 event 20,Drk,Hrd,Rgt,Vert,Horz,80,0.21,328,39,27,26,10.1579469952933,51,78,Correct,Correct,1.01700342970187,273.294832687223,0.52,0.27,1.01700342970187,-0.0511210383920442,104.345421567252,0.865384615384615,143.421958117289,231.923124495592
641,33,1,p22f23,Datafile processing p22f23 Block 3 event 1,Bri,Esy,Rgt,Horz,Horz,85,0.2,348,41,27,25,10.9957464509997,54,84,Correct,Correct,1.00711630570991,300.939515665038,0.59,0.3,1.00711630570991,-0.0250818905746632,89.8624373568894,0.847457627118644,177.160004424925,241.562003545493
642,33,2,p22f23,Datafile processing p22f23 Block 3 event 2,Bri,Esy,Lft,Horz,Vert,88,0.22,364,42,28,30,8.66451092500184,56,88,Correct,Correct,1.00273447696447,278.735705312553,0.58,0.32,1.00273447696447,-0.00532205692149224,90.6079603741164,0.724137931034483,-128.97840746622,248.776781080094
643,33,3,p22f23,Datafile processing p22f23 Block 3 event 3,Bri,Hrd,Rgt,Vert,Vert,86,0.25,349,40,30,30,11.0616797929189,53,85,Correct,Correct,1.03702463226816,277.800701369543,0.55,0.32,1.03702463226816,-0.0730045368757624,102.531498021606,0.781818181818182,150.938108867135,232.807943493729
644,33,4,p22f23,Datafile processing p22f23 Block 3 event 4,Bri,Bas,Rgt,Vert,Miss,78,0.21,322,35,24,24,9.74851499351656,49,75,Correct,Correct,1.02013544706023,282.524763223477,0.51,0.26,1.02013544706023,-0.0558816235281249,97.6413569734771,0.862745098039216,155.109290237541,234.662288377085
645,33,5,p22f23,Datafile processing p22f23 Block 3 event 5,Bri,Hrd,Rgt,Horz,Vert,91,0.21,325,42,27,27,10.3802450784853,53,91,Correct,Correct,1.03313556124957,295.850730188143,0.64,0.38,1.03313556124957,-0.0344972268394302,88.1280892521501,0.6875,149.247667525302,254.042391715204
646,33,6,p22f23,Datafile processing p22f23 Block 3 event 6,Bri,Bas,Lft,Vert,Miss,92,0.2,329,39,26,26,9.09604462762465,50,91,Correct,Correct,1.02612465774426,299.58006738093,0.65,0.41,1.02612465774426,-0.00101154401967584,106.059354343625,0.738461538461539,-146.832450029562,258.209532460279
647,33,7,p22f23,Datafile processing p22f23 Block 3 event 7,Bri,Hrd,Rgt,Vert,Horz,84,0.24,353,40,28,28,11.1066294389443,52,85,Correct,Correct,1.04087792957006,280.582711989691,0.57,0.33,1.04087792957006,-0.0668790918142807,97.7126530134991,0.807017543859649,154.104003423883,233.559774313795
648,33,8,p22f23,Datafile processing p22f23 Block 3 event 8,Bri,Esy,Rgt,Horz,Vert,83,0.2,319,36,26,26,11.1290906863444,49,81,Correct,Correct,1.02007502833729,308.572221245415,0.55,0.32,1.02007502833729,-0.0192295325212385,89.9861455645829,0.690909090909091,162.67503288961,260.954397351071
649,33,9,p22f23,Datafile processing p22f23 Block 3 event 9,Bri,Esy,Rgt,Vert,Horz,85,0.24,384,36,27,27,10.2902506858512,49,85,Correct,Correct,1.03048341388505,283.762543408353,0.58,0.36,1.03048341388505,-0.0651921978375666,99.6785841286967,0.689655172413793,156.251553528555,235.155677968897
650,33,10,p22f23,Datafile processing p22f23 Block 3 event 10,Bri,Esy,Lft,Vert,Vert,95,0.19,322,40,27,28,8.72105055603549,51,95,Correct,Correct,1.00875993697004,293.219828234297,0.67,0.44,1.00875993697004,0.00360837157147915,102.756663605606,0.805970149253731,-139.864393027356,256.47466449138
651,33,11,p22f23,Datafile processing p22f23 Block 3 event 11,Bri,Hrd,Lft,Vert,Vert,91,0.2,418,52,38,40,9.43769452559902,63,91,Correct,Correct,1.00111701691351,279.346668145964,0.51,0.28,1.00111701691351,-0.00390462593714009,110.869168515536,1.01960784313725,-135.188340700328,245.571450677147
652,33,12,p22f23,Datafile processing p22f23 Block 3 event 12,Bri,Esy,Lft,Vert,Horz,81,0.16,288,31,21,23,10.1908691473925,43,80,Correct,Correct,1.00623217773078,287.616561442492,0.57,0.37,1.00623217773078,0.00701331145077213,109.460754871565,0.807017543859649,-139.449420862604,251.532688842634
653,33,13,p22f23,Datafile processing p22f23 Block 3 event 13,Bri,Hrd,Lft,Horz,Vert,92,0.19,283,36,22,22,8.34479584388873,61,91,Correct,Incorrect,1.17957617625944,293.731948880375,0.69,0.3,1.17957617625944,0.0945661993792507,99.5225870514495,0.869565217391304,-131.680047986728,261.844100798857
