eventnumber,filenumber,event,pname,eventlabel,Brightness,Difficulty,TSide,TFeature,DFeature,ymaxframe,RT,ButtonRT,abvelthreshold,Vmax5percent,VthresholdGC,Vmax,VmaxMT,stoptime,mainreach,initreach,pathlengthnorm,pathlengthmm,movetime,deceltime,normlength,AUC,maxaperture,maxaptime,stopX,stopY
1,1,1,p12f29,Datafile processing p12f29 Block 1 event 1,Bri,Bas,Rgt,Vert,Miss,71,0.35,467,42,37,36,13.4773782590874,52,70,Correct,Correct,1.04940112574069,241.32680606478,0.34,0.18,1.04940112574069,-0.086555086351928,119.366845392387,0.764705882352941,150.779174272787,184.782505538561
2,1,2,p12f29,Datafile processing p12f29 Block 1 event 2,Bri,Esy,Rgt,Vert,Horz,63,0.34,503,41,37,36,16.3168599196414,49,63,Correct,Correct,1.01837440909562,259.278915292123,0.27,0.14,1.01837440909562,-0.0498849952693997,115.692736934823,0.814814814814815,160.917402272908,201.909966741369
3,1,3,p12f29,Datafile processing p12f29 Block 1 event 3,Bri,Esy,Lft,Vert,Vert,71,0.35,485,44,40,39,13.9598923699965,54,71,Correct,Correct,1.00647222709027,258.287478443743,0.32,0.17,1.00647222709027,0.00512290482033399,128.944022765938,0.71875,-136.924474817202,218.014532498025
4,1,4,p12f29,Datafile processing p12f29 Block 1 event 4,Bri,Esy,Rgt,Horz,Vert,66,0.32,463,39,36,33,16.8555832974006,48,65,Correct,Correct,1.00721643592164,301.726112581054,0.32,0.17,1.00721643592164,-0.0189655111522914,108.523447794326,0.59375,182.486351099617,238.730570271588
5,1,5,p12f29,Datafile processing p12f29 Block 1 event 5,Bri,Esy,Lft,Horz,Vert,71,0.35,493,44,40,38,14.3350872338986,53,70,Correct,Correct,1.01805547779751,258.21367886313,0.32,0.17,1.01805547779751,0.0453262463074595,121.106895512701,0.75,-90.7959568703458,239.447491848095
6,1,6,p12f29,Datafile processing p12f29 Block 1 event 6,Bri,Bas,Rgt,Horz,Miss,61,0.3,431,37,34,33,18.6042484682598,46,61,Correct,Correct,1.00762218838816,312.528446983344,0.28,0.15,1.00762218838816,-0.0304730950535201,113.53319826292,0.571428571428571,191.6534759013,242.882224154522
7,1,7,p12f29,Datafile processing p12f29 Block 1 event 7,Bri,Esy,Rgt,Vert,Vert,58,0.27,405,34,31,31,17.7360787358913,42,58,Correct,Correct,1.0636823169432,265.362248505954,0.27,0.16,1.0636823169432,-0.0877418033491654,130.758716024406,0.666666666666667,148.543066435306,216.672492264451
8,1,8,p12f29,Datafile processing p12f29 Block 1 event 8,Bri,Bas,Lft,Vert,Miss,65,0.31,433,40,36,35,16.1947469401742,52,66,Correct,Correct,1.03589250786338,281.910410250329,0.31,0.14,1.03589250786338,0.0652150187588995,127.009723211355,0.483870967741935,-165.6256853161,226.44770017407
9,1,9,p12f29,Datafile processing p12f29 Block 1 event 9,Bri,Hrd,Lft,Horz,Horz,59,0.25,379,34,30,28,15.1792184346072,44,58,Correct,Correct,1.00183057418892,266.840557210782,0.3,0.14,1.00183057418892,0.0126503664206032,123.140293071011,0.7,-81.4920296151471,252.7668037103
10,1,10,p12f29,Datafile processing p12f29 Block 1 event 10,Bri,Hrd,Rgt,Horz,Horz,67,0.28,409,38,33,32,13.370388783501,47,66,Incorrect,Incorrect,1.00466365370687,259.97547074775,0.34,0.19,1.00466365370687,0.0107396621658204,122.545419386924,0.588235294117647,-76.3866138772056,246.594497326578
11,1,11,p12f29,Datafile processing p12f29 Block 1 event 11,Bri,Hrd,Lft,Horz,Vert,70,0.36,483,45,41,40,16.0000724869624,55,69,Correct,Correct,1.00239314409473,284.231094395497,0.29,0.14,1.00239314409473,0.0173929929695805,123.657448912323,0.482758620689655,-114.548198655284,257.223847752557
12,1,12,p12f29,Datafile processing p12f29 Block 1 event 12,Bri,Esy,Rgt,Horz,Horz,65,0.32,454,39,35,33,18.2567485702515,47,64,Correct,Correct,1.00605466305327,314.258230030749,0.31,0.17,1.00605466305327,-0.023464915123415,107.72056033338,0.129032258064516,204.823645303224,233.809898305382
13,1,13,p12f29,Datafile processing p12f29 Block 1 event 13,Bri,Esy,Lft,Horz,Horz,69,0.34,469,43,39,38,15.2496053273691,52,68,Correct,Correct,1.01180312619179,274.497403561746,0.3,0.16,1.01180312619179,0.0357610677884008,127.119968736294,0.466666666666667,-97.6916146469564,254.211579710956
14,1,14,p12f29,Datafile processing p12f29 Block 1 event 14,Bri,Esy,Lft,Vert,Horz,68,0.32,444,41,36,36,14.0177423495593,51,68,Correct,Correct,1.00564077561811,263.082209217307,0.32,0.17,1.00564077561811,0.0212606381916553,130.376672970392,0.71875,-139.090914128762,222.1583672472
15,1,15,p12f29,Datafile processing p12f29 Block 1 event 15,Bri,Hrd,Rgt,Horz,Vert,78,0.33,460,42,38,39,15.7550548205453,55,78,Correct,Incorrect,1.19147454587432,298.665573469037,0.39,0.23,1.19147454587432,0.191173370745153,121.976579069426,0.230769230769231,156.094267398613,251.598313589041
16,1,16,p12f29,Datafile processing p12f29 Block 1 event 16,Bri,Hrd,Rgt,Vert,Horz,64,0.32,410,39,35,32,16.4418354864559,47,64,Correct,Correct,1.03600308569001,271.053996189565,0.32,0.17,1.03600308569001,-0.0676750949211737,117.250407478544,0.71875,149.1312287436,224.031997829649
17,1,17,p12f29,Datafile processing p12f29 Block 1 event 17,Bri,Hrd,Lft,Vert,Horz,83,0.41,494,50,41,40,13.0779600368985,66,84,Correct,Incorrect,1.24856629314129,257.411990575566,0.44,0.18,1.24856629314129,0.199875400801232,131.330874636504,0.772727272727273,-132.887026747481,219.253573317733
18,1,18,p12f29,Datafile processing p12f29 Block 1 event 18,Bri,Bas,Lft,Horz,Miss,67,0.33,442,41,37,37,16.7990767624573,52,66,Correct,Correct,1.0068507070375,294.271393828683,0.29,0.14,1.0068507070375,0.0278959484438572,122.083760538246,0.689655172413793,-94.2954576146884,275.656025167333
19,1,19,p12f29,Datafile processing p12f29 Block 1 event 19,Bri,Hrd,Lft,Vert,Vert,72,0.36,477,45,40,39,14.1415301893525,55,72,Correct,Correct,1.00745003929852,266.961183433988,0.33,0.17,1.00745003929852,-0.0264121649617767,133.724314510351,0.727272727272727,-138.574572202125,227.334242451882
20,1,20,p12f29,Datafile processing p12f29 Block 1 event 20,Bri,Hrd,Rgt,Vert,Vert,74,0.41,519,48,44,41,16.4893257721879,56,74,Correct,Correct,1.05423150953651,273.562359407673,0.33,0.18,1.05423150953651,-0.0804253316707324,123.061966265596,0.696969696969697,166.149225366415,215.108249077211
21,2,1,p12f29,Datafile processing p12f29 Block 2 event 1,Drk,Bas,Rgt,Vert,Miss,67,0.33,477,40,37,37,16.7153775152729,48,66,Correct,Correct,1.03906769109902,272.855507920295,0.29,0.18,1.03906769109902,-0.0771091334690182,107.915646482971,0.344827586206897,167.634805139625,214.579407690405
22,2,2,p12f29,Datafile processing p12f29 Block 2 event 2,Drk,Hrd,Rgt,Horz,Horz,93,0.48,580,59,53,49,16.970972059149,69,93,Correct,Correct,1.0047770154736,311.439216015389,0.44,0.24,1.0047770154736,0.0146537343909777,118.219252448671,0.704545454545455,194.419197964035,236.215396930538
23,2,3,p12f29,Datafile processing p12f29 Block 2 event 3,Drk,Esy,Rgt,Horz,Horz,70,0.35,456,41,38,35,18.3958285170595,49,68,Correct,Correct,1.01820248394722,313.628895871868,0.33,0.19,1.01820248394722,-0.0488654561462607,121.660973504313,0.575757575757576,200.92260359801,239.419274449778
24,2,4,p12f29,Datafile processing p12f29 Block 2 event 4,Drk,Bas,Lft,Horz,Miss,75,0.37,486,46,42,41,14.2892797054919,57,74,Correct,Correct,1.00780696014151,278.712052056944,0.33,0.17,1.00780696014151,0.0181024266785133,119.62721363887,0.727272727272727,-94.7480216137831,259.341019080583
25,2,5,p12f29,Datafile processing p12f29 Block 2 event 5,Drk,Hrd,Rgt,Vert,Horz,80,0.45,603,52,49,48,14.5417938917858,61,80,Correct,Correct,1.03137795706448,261.291178504297,0.32,0.19,1.03137795706448,-0.0698755086612681,126.548890686369,0.75,155.864562705383,208.145487067157
26,2,6,p12f29,Datafile processing p12f29 Block 2 event 6,Drk,Esy,Lft,Horz,Horz,74,0.37,504,45,38,36,13.8794022827619,56,73,Correct,Incorrect,1.05693222866358,259.799754155355,0.37,0.17,1.05693222866358,0.0541690362341096,122.631606481804,0.702702702702703,-87.2675711673521,243.503841344873
27,2,7,p12f29,Datafile processing p12f29 Block 2 event 7,Drk,Esy,Rgt,Vert,Vert,67,0.36,490,43,40,37,17.8546224057657,51,67,Correct,Correct,1.03403643939432,274.347815031771,0.3,0.16,1.03403643939432,-0.065890487904772,129.878087179078,0.733333333333333,161.787746576994,219.893875424026
28,2,8,p12f29,Datafile processing p12f29 Block 2 event 8,Drk,Bas,Lft,Vert,Miss,74,0.38,543,47,42,42,14.3463240280317,57,74,Correct,Correct,1.01604940471383,266.455550864847,0.32,0.17,1.01604940471383,-0.0315561027081684,130.218163036067,0.75,-146.981977570288,221.581344507813
29,2,9,p12f29,Datafile processing p12f29 Block 2 event 9,Drk,Bas,Rgt,Horz,Miss,64,0.3,443,37,35,33,19.5016997443504,46,63,Correct,Correct,1.00155688671751,324.25348098558,0.3,0.17,1.00155688671751,-0.00888703340265279,117.301330478832,0.633333333333333,209.691224727886,246.674369698001
30,2,10,p12f29,Datafile processing p12f29 Block 2 event 10,Drk,Esy,Rgt,Horz,Vert,67,0.31,421,39,35,34,17.7640001193267,48,67,Correct,Correct,1.00277566932277,317.234612470335,0.33,0.19,1.00277566932277,0.0123152488478555,112.645056984496,0.636363636363636,201.749747442427,241.691066520362
31,2,11,p12f29,Datafile processing p12f29 Block 2 event 11,Drk,Esy,Lft,Vert,Vert,79,0.4,505,50,45,42,13.4753322997697,61,79,Correct,Correct,1.02284364078336,258.694123490101,0.37,0.18,1.02284364078336,0.0569820899038893,127.26152584512,0.756756756756757,-136.875563326304,219.72538765293
32,2,12,p12f29,Datafile processing p12f29 Block 2 event 12,Drk,Hrd,Lft,Horz,Vert,77,0.38,479,48,43,41,15.0064609321746,59,76,Correct,Correct,1.00751942294181,293.400075993382,0.35,0.17,1.00751942294181,0.021416293762631,116.76396668446,0.742857142857143,-112.74327360065,268.395891223085
33,2,13,p12f29,Datafile processing p12f29 Block 2 event 13,Drk,Esy,Rgt,Vert,Horz,64,0.33,436,39,36,34,17.5060092866644,47,64,Correct,Correct,1.04293921406477,260.960055831331,0.3,0.17,1.04293921406477,-0.07974020860047,125.56889647262,0.7,156.377479012026,207.626606545501
34,2,14,p12f29,Datafile processing p12f29 Block 2 event 14,Drk,Hrd,Lft,Vert,Horz,87,0.37,483,44,39,38,11.6939476367689,58,87,Correct,Incorrect,1.24075692217023,277.591887658489,0.49,0.29,1.24075692217023,0.1795326982784,143.212118608531,0.795918367346939,-103.609896863619,255.543685496932
35,2,15,p12f29,Datafile processing p12f29 Block 2 event 15,Drk,Hrd,Lft,Horz,Horz,69,0.32,425,41,36,35,14.8751395892248,51,68,Correct,Correct,1.01018610063377,288.867690520253,0.33,0.17,1.01018610063377,0.0364170209634307,121.023557609243,0.454545454545455,-110.395097979574,263.630839851509
36,2,16,p12f29,Datafile processing p12f29 Block 2 event 16,Drk,Esy,Lft,Vert,Horz,64,0.27,404,35,31,31,14.4495610483699,45,64,Correct,Correct,1.0043249315005,279.39379362314,0.33,0.19,1.0043249315005,-0.0119840846989153,130.428505088118,0.757575757575758,-119.133395258755,249.86296297299
37,2,17,p12f29,Datafile processing p12f29 Block 2 event 17,Drk,Hrd,Lft,Vert,Vert,78,0.37,499,46,41,40,14.0428421395719,57,78,Correct,Correct,1.00416530578055,301.937755908121,0.38,0.21,1.00416530578055,0.0240116877124382,140.539828600601,0.868421052631579,-120.795540515619,274.273309303101
38,2,18,p12f29,Datafile processing p12f29 Block 2 event 18,Drk,Esy,Lft,Horz,Vert,69,0.31,415,40,36,35,14.6689240859144,51,68,Correct,Correct,1.01112995341321,286.426527179973,0.33,0.17,1.01112995341321,0.0335686814859974,125.784437942375,0.424242424242424,-104.739841257302,262.526088600056
39,2,19,p12f29,Datafile processing p12f29 Block 2 event 19,Drk,Hrd,Rgt,Horz,Vert,65,0.3,417,39,34,32,13.9785930279539,49,60,Correct,Incorrect,1.04531593032258,236.126094887089,0.28,0.11,1.04531593032258,0.0821957439868858,132.442247194804,0.928571428571429,0.345802461298431,218.611302269741
40,2,20,p12f29,Datafile processing p12f29 Block 2 event 20,Drk,Hrd,Rgt,Vert,Vert,71,0.35,455,43,39,38,14.8462650143874,53,70,Correct,Correct,1.00843672293927,259.498426531702,0.32,0.17,1.00843672293927,-0.0360314666582075,121.717152466164,0.71875,159.390245069021,203.053383305614
41,3,1,p12f29,Datafile processing p12f29 Block 3 event 1,Bri,Bas,Lft,Horz,Miss,73,0.33,481,42,37,36,12.8950734788778,54,72,Correct,Correct,1.01504393697043,276.770321616535,0.36,0.18,1.01504393697043,0.00501202765291549,120.036687841396,0.388888888888889,-98.2142681873149,255.903652041081
42,3,2,p12f29,Datafile processing p12f29 Block 3 event 2,Bri,Hrd,Lft,Horz,Vert,81,0.43,563,52,48,46,14.0222675123998,63,80,Correct,Correct,1.00529017197973,284.707294172921,0.34,0.17,1.00529017197973,0.0176992637995386,115.154267812246,0.764705882352941,-101.514407736584,264.478258879414
43,3,3,p12f29,Datafile processing p12f29 Block 3 event 3,Bri,Hrd,Rgt,Vert,Vert,72,0.38,502,45,40,38,14.5842097585368,54,73,Correct,Correct,1.04348328106166,259.6180133527,0.35,0.19,1.04348328106166,-0.0750032553794256,116.185241736352,0.742857142857143,152.325685001272,208.774484661899
44,3,4,p12f29,Datafile processing p12f29 Block 3 event 4,Bri,Hrd,Lft,Vert,Horz,76,0.34,468,45,39,38,12.3105711110999,56,75,Correct,Correct,1.02673534263296,251.218472058077,0.37,0.19,1.02673534263296,0.0550521543750536,127.653583774442,0.702702702702703,-129.873595190646,213.852941433399
45,3,5,p12f29,Datafile processing p12f29 Block 3 event 5,Bri,Bas,Rgt,Horz,Miss,69,0.33,480,41,37,35,17.6714136522227,49,68,Correct,Correct,1.00631275353301,317.699422094785,0.33,0.19,1.00631275353301,-0.0259937443077006,111.405919299366,0.727272727272727,199.867278058841,245.430657057667
46,3,6,p12f29,Datafile processing p12f29 Block 3 event 6,Bri,Bas,Rgt,Vert,Miss,64,0.33,448,40,37,35,17.4110728695676,48,64,Correct,Correct,1.03383524399483,258.161596126609,0.29,0.16,1.03383524399483,-0.0610074182625759,126.316507926138,0.724137931034483,166.80954083899,196.040524443194
47,3,7,p12f29,Datafile processing p12f29 Block 3 event 7,Bri,Bas,Lft,Vert,Miss,71,0.35,503,44,39,39,12.6844305638237,53,71,Correct,Correct,1.00345860026164,241.262448010628,0.32,0.18,1.00345860026164,0.0168233063741769,125.409150897597,0.78125,-130.633919022314,201.532875078485
48,3,8,p12f29,Datafile processing p12f29 Block 3 event 8,Bri,Esy,Rgt,Horz,Vert,62,0.26,382,33,29,28,15.8936079000785,42,61,Correct,Correct,1.005506818977,310.180909261758,0.33,0.19,1.005506818977,-0.026494941119159,106.690718957403,0.757575757575758,190.809131732975,242.216167796667
49,3,9,p12f29,Datafile processing p12f29 Block 3 event 9,Bri,Esy,Lft,Horz,Horz,63,0.3,424,38,34,33,17.1317366507148,48,63,Correct,Correct,1.01140592750791,282.377475450289,0.3,0.15,1.01140592750791,0.0427160779626503,114.250764271172,0.433333333333333,-108.159501698708,258.201531019445
50,3,10,p12f29,Datafile processing p12f29 Block 3 event 10,Bri,Esy,Rgt,Vert,Vert,62,0.31,442,38,34,32,15.9623648614511,48,61,Correct,Correct,1.01229706865184,263.270897441096,0.29,0.13,1.01229706865184,-0.0409515911333585,114.250764271172,0.433333333333333,149.964578425949,213.489794586777
51,3,11,p12f29,Datafile processing p12f29 Block 3 event 11,Bri,Esy,Lft,Vert,Horz,63,0.26,427,35,31,30,14.6008821429046,46,73,Correct,Correct,1.07567868526614,263.695995467152,0.43,0.27,1.07567868526614,0.0635452139561459,114.250764271172,0.433333333333333,-135.097342021327,223.792874606109
52,3,12,p12f29,Datafile processing p12f29 Block 3 event 12,Bri,Hrd,Lft,Vert,Vert,67,0.27,412,36,32,31,13.1493474795115,47,65,Correct,Correct,1.00801636444028,256.056238750187,0.34,0.18,1.00801636444028,-1.35127386101073e-05,114.250764271172,0.433333333333333,-135.270674005839,216.645093814854
53,3,13,p12f29,Datafile processing p12f29 Block 3 event 13,Bri,Esy,Rgt,Vert,Horz,63,0.31,443,38,34,32,15.8366773933476,48,63,Correct,Correct,1.01643799696132,266.725545349529,0.31,0.15,1.01643799696132,-0.0437936168867059,114.250764271172,0.433333333333333,164.849631013645,207.706562346263
54,3,14,p12f29,Datafile processing p12f29 Block 3 event 14,Bri,Esy,Rgt,Horz,Horz,66,0.33,455,40,37,35,19.9373996644087,48,66,Correct,Correct,1.00851079547066,321.782734650147,0.31,0.18,1.00851079547066,-0.0232821831082651,114.250764271172,0.433333333333333,214.828699939721,237.390546143218
55,3,15,p12f29,Datafile processing p12f29 Block 3 event 15,Bri,Hrd,Rgt,Horz,Vert,62,0.28,397,35,31,28,18.2782878007947,43,61,Correct,Correct,1.00696983562867,327.368275458218,0.33,0.18,1.00696983562867,-0.019779252049957,114.250764271172,0.433333333333333,202.780887458605,254.679655094522
56,3,16,p12f29,Datafile processing p12f29 Block 3 event 16,Bri,Hrd,Lft,Horz,Horz,67,0.29,403,37,34,31,17.4753525614695,47,67,Incorrect,Incorrect,1.00407364313472,324.60674513484,0.36,0.2,1.00407364313472,0.0219727911926005,114.250764271172,0.433333333333333,205.140240302416,248.639529871023
57,3,17,p12f29,Datafile processing p12f29 Block 3 event 17,Bri,Hrd,Rgt,Vert,Horz,69,0.34,462,41,37,35,16.5081137698485,49,68,Correct,Correct,1.08068513193563,261.665444722112,0.33,0.19,1.08068513193563,-0.10655513396797,114.250764271172,0.433333333333333,162.116989180362,202.484221937296
58,3,18,p12f29,Datafile processing p12f29 Block 3 event 18,Bri,Hrd,Rgt,Horz,Horz,62,0.28,367,35,30,28,17.5536825797419,44,61,Correct,Correct,1.01501800300632,308.067979998854,0.33,0.17,1.01501800300632,-0.0436819378866881,114.250764271172,0.433333333333333,191.420144494013,238.46393932471
59,3,19,p12f29,Datafile processing p12f29 Block 3 event 19,Bri,Esy,Lft,Vert,Vert,70,0.3,398,38,34,32,14.8432585087666,50,70,Correct,Correct,1.03549410208323,299.22673216576,0.38,0.2,1.03549410208323,0.0455239004352834,114.250764271172,0.433333333333333,-115.696490841486,273.031173685315
60,3,20,p12f29,Datafile processing p12f29 Block 3 event 20,Bri,Esy,Lft,Horz,Vert,59,0.23,381,32,27,27,15.1795654643044,42,58,Correct,Correct,1.00236787382641,267.813579520202,0.31,0.16,1.00236787382641,0.0161040353668814,114.250764271172,0.433333333333333,-76.7161110788998,252.953193731061
61,4,1,p12f29,Datafile processing p12f29 Block 4 event 1,Drk,Hrd,Lft,Horz,Vert,67,0.3,434,40,35,34,14.9656640373937,50,67,Correct,Correct,1.00061816359938,276.637598163684,0.33,0.17,1.00061816359938,0.00524652627931925,125.241386794704,0.424242424242424,-68.5213304741714,265.768789132801
62,4,2,p12f29,Datafile processing p12f29 Block 4 event 2,Drk,Hrd,Lft,Horz,Horz,74,0.35,463,44,39,37,14.1130204243531,56,72,Correct,Correct,1.01643977250904,281.159173877245,0.35,0.16,1.01643977250904,0.0321018318836536,123.74960167866,0.685714285714286,-83.4137231825671,262.885328521734
63,4,3,p12f29,Datafile processing p12f29 Block 4 event 3,Drk,Esy,Lft,Vert,Horz,74,0.31,409,41,36,35,14.033156748334,52,84,Correct,Correct,1.06032886230638,294.575383171161,0.49,0.32,1.06032886230638,0.0321538075431013,145.479229167471,0.693877551020408,-108.733775139816,273.015399036636
64,4,4,p12f29,Datafile processing p12f29 Block 4 event 4,Drk,Bas,Rgt,Vert,Miss,64,0.29,397,37,33,31,13.7577183020345,46,74,Correct,Correct,1.10976609570025,258.096517331338,0.43,0.28,1.10976609570025,-0.048036798959026,125.9340063079,0.744186046511628,149.777019492276,204.177916767885
65,4,5,p12f29,Datafile processing p12f29 Block 4 event 5,Drk,Esy,Rgt,Horz,Vert,85,0.31,447,42,36,34,13.4878230704197,52,95,Incorrect,Incorrect,1.09954213791938,259.238134219696,0.61,0.43,1.09954213791938,-0.0371923886098313,130.268370336082,0.475409836065574,-139.730729220197,217.039797251799
66,4,6,p12f29,Datafile processing p12f29 Block 4 event 6,Drk,Esy,Rgt,Horz,Horz,69,0.31,449,38,34,32,16.6653630391926,46,68,Correct,Correct,1.01331287115507,317.459566382506,0.36,0.22,1.01331287115507,-0.0435128111615433,115.299681476562,0.722222222222222,188.387104097554,252.851668914072
67,4,7,p12f29,Datafile processing p12f29 Block 4 event 7,Drk,Hrd,Rgt,Vert,Vert,77,0.42,506,49,44,42,15.2016098481509,57,76,Correct,Correct,1.03145676315019,266.246279602223,0.34,0.19,1.03145676315019,-0.0653328978575773,123.061865531149,0.764705882352941,162.334660869956,209.290617482434
68,4,8,p12f29,Datafile processing p12f29 Block 4 event 8,Drk,Hrd,Lft,Vert,Horz,87,0.35,474,48,38,37,12.5541389569383,61,86,Correct,Incorrect,1.08021089486079,296.518789185569,0.49,0.25,1.08021089486079,0.0926297022372591,144.301970117567,0.836734693877551,-117.776755810825,269.924402648153
69,4,9,p12f29,Datafile processing p12f29 Block 4 event 9,Drk,Hrd,Rgt,Vert,Horz,68,0.32,458,39,36,34,16.2639755772874,47,67,Correct,Correct,1.04699458560069,262.673404795544,0.33,0.2,1.04699458560069,-0.084227135016909,125.694427354459,0.757575757575758,166.355874017705,201.992873909714
70,4,10,p12f29,Datafile processing p12f29 Block 4 event 10,Drk,Esy,Rgt,Vert,Horz,66,0.3,427,37,33,31,15.7556133859601,45,66,Correct,Correct,1.05633737596081,258.285996006587,0.35,0.21,1.05633737596081,-0.0882086719403242,124.860334932646,0.714285714285714,160.78364813881,200.164125967777
71,4,11,p12f29,Datafile processing p12f29 Block 4 event 11,Drk,Bas,Lft,Horz,Miss,79,0.4,517,49,44,43,14.1909370669927,60,78,Correct,Correct,1.00843990833935,287.8025769525,0.35,0.18,1.00843990833935,0.0325731472712393,121.496313041774,0.485714285714286,-106.697252664936,264.16958454745
72,4,12,p12f29,Datafile processing p12f29 Block 4 event 12,Drk,Esy,Lft,Vert,Vert,81,0.39,535,49,44,42,14.5066746595723,61,80,Correct,Correct,1.01123340548995,310.48671651172,0.38,0.19,1.01123340548995,-0.0381548626932562,143.149288555889,0.947368421052632,-122.70043725531,283.102484572103
73,4,13,p12f29,Datafile processing p12f29 Block 4 event 13,Drk,Hrd,Rgt,Horz,Vert,74,0.38,496,44,41,38,17.9519926370288,53,74,Correct,Correct,1.01505781360274,320.263816410746,0.36,0.21,1.01505781360274,-0.0443956198226399,115.665901185315,0.666666666666667,201.570761460156,245.507053454436
74,4,14,p12f29,Datafile processing p12f29 Block 4 event 14,Drk,Bas,Lft,Vert,Miss,79,0.36,544,46,41,40,13.1875045476288,57,79,Correct,Correct,1.01620876156478,289.11424123938,0.39,0.22,1.01620876156478,0.0504304220356128,146.274466393658,0.897435897435897,-128.734973098499,255.693680190749
75,4,15,p12f29,Datafile processing p12f29 Block 4 event 15,Drk,Esy,Lft,Horz,Vert,79,0.39,522,48,43,43,13.6816500058913,60,79,Correct,Correct,1.00786245994755,288.759158520006,0.36,0.19,1.00786245994755,0.0309587902150475,121.236301723688,0.722222222222222,-105.038601019119,266.672572182754
76,4,16,p12f29,Datafile processing p12f29 Block 4 event 16,Drk,Esy,Lft,Horz,Horz,79,0.37,484,48,42,40,12.6318041522868,61,78,Correct,Correct,1.0035476635869,290.889372030427,0.38,0.17,1.0035476635869,0.0153323499517852,115.535164951891,0.763157894736842,-92.0898256404486,273.347903862549
77,4,17,p12f29,Datafile processing p12f29 Block 4 event 17,Drk,Hrd,Lft,Vert,Vert,83,0.37,483,48,42,41,13.2795321722627,60,84,Correct,Correct,1.01205860706015,292.691420013198,0.43,0.24,1.01205860706015,0.0293401628116612,145.524474954923,1.02325581395349,-123.037940752372,261.184388938407
78,4,18,p12f29,Datafile processing p12f29 Block 4 event 18,Drk,Bas,Rgt,Horz,Miss,88,0.46,564,53,49,47,16.3002267171785,63,87,Correct,Correct,1.02401759153004,329.612739258692,0.4,0.24,1.02401759153004,-0.0604316784850659,114.104906761229,0.625,203.632942493217,257.050351365238
79,4,19,p12f29,Datafile processing p12f29 Block 4 event 19,Drk,Hrd,Rgt,Horz,Horz,80,0.41,505,48,43,41,14.8339828382084,59,79,Correct,Correct,1.01534865787005,324.536842267011,0.38,0.2,1.01534865787005,-0.0442926160824537,112.505627190164,0.736842105263158,206.847134796653,246.895535296472
80,4,20,p12f29,Datafile processing p12f29 Block 4 event 20,Drk,Esy,Rgt,Vert,Vert,70,0.36,468,45,41,39,15.7311868662375,54,69,Correct,Correct,1.01429594710528,265.389592693018,0.3,0.15,1.01429594710528,0.0284366835261486,125.227618825678,0.833333333333333,184.125845937208,189.546161192078
81,5,1,p12f29,Datafile processing p12f29 Block 5 event 1,Bri,Hrd,Lft,Vert,Horz,71,0.33,434,44,38,35,12.6068193277142,54,70,Correct,Correct,1.00749418213149,247.525755060414,0.35,0.16,1.00749418213149,0.0247897473763887,142.505450363063,0.914285714285714,-99.3910382950881,220.487286954559
82,5,2,p12f29,Datafile processing p12f29 Block 5 event 2,Bri,Esy,Rgt,Horz,Vert,80,0.37,474,44,39,36,14.0676358505364,55,79,Correct,Correct,1.02615514853735,321.942193597558,0.43,0.24,1.02615514853735,-0.061200050764523,110.812146561849,0.720930232558139,199.432589281306,249.300937336376
83,5,3,p12f29,Datafile processing p12f29 Block 5 event 3,Bri,Bas,Lft,Vert,Miss,84,0.39,500,49,44,43,11.2599664432043,59,84,Correct,Correct,1.00704532664279,250.887666511844,0.41,0.25,1.00704532664279,0.011624968751092,125.878025446692,0.560975609756098,-143.864215473118,205.182981967087
84,5,4,p12f29,Datafile processing p12f29 Block 5 event 4,Bri,Esy,Lft,Vert,Horz,81,0.31,430,43,36,34,10.9716207359098,55,80,Correct,Correct,1.015809770736,257.648401676057,0.46,0.25,1.015809770736,-0.0212093195151702,126.197283703729,0.652173913043478,-141.295972352741,214.305390262337
85,5,5,p12f29,Datafile processing p12f29 Block 5 event 5,Bri,Hrd,Rgt,Horz,Vert,72,0.35,466,41,38,35,18.2995067619661,51,70,Correct,Correct,1.01346466103822,322.81940607277,0.35,0.19,1.01346466103822,-0.0419304306863787,106.27588442462,0.771428571428571,204.509920251103,248.278045711204
86,5,6,p12f29,Datafile processing p12f29 Block 5 event 6,Bri,Bas,Rgt,Horz,Miss,73,0.32,439,40,35,33,15.7642515280636,50,72,Correct,Correct,1.00909182982325,324.464401732879,0.39,0.22,1.00909182982325,-0.0321237796811299,105.196051268502,0.717948717948718,211.943140451994,243.186977516045
87,5,7,p12f29,Datafile processing p12f29 Block 5 event 7,Bri,Hrd,Lft,Horz,Vert,71,0.37,482,44,40,38,16.5757522552226,53,72,Incorrect,Incorrect,1.06852809131186,264.166830958779,0.34,0.19,1.06852809131186,-0.0841374106281007,124.298679112995,0.735294117647059,162.323766336244,205.656715500302
88,5,8,p12f29,Datafile processing p12f29 Block 5 event 8,Bri,Esy,Rgt,Vert,Horz,73,0.36,479,44,39,37,14.2397941076109,53,73,Correct,Correct,1.02770896733406,267.161960118257,0.36,0.2,1.02770896733406,-0.0634840323526029,119.804602695168,0.694444444444444,163.942181405616,208.696099409557
