eventnumber,filenumber,event,pname,eventlabel,Brightness,Difficulty,TSide,TFeature,DFeature,ymaxframe,RT,ButtonRT,abvelthreshold,Vmax5percent,VthresholdGC,Vmax,VmaxMT,stoptime,mainreach,initreach,pathlengthnorm,pathlengthmm,movetime,deceltime,normlength,AUC,maxaperture,maxaptime,stopX,stopY
1,1,1,l1,Datafile processing l1 Block 1 event 1,Bri,Esy,Rgt,Vert,Horz,117,0.28,0,77,48,47,9.63634720722247,86,117,Correct,Incorrect,1.11455058862198,274.070676310513,0.7,0.31,1.11455058862198,0.102479714279306,119.464162041055,0.885714285714286,141.896536166854,232.566260094676
2,1,2,l1,Datafile processing l1 Block 1 event 2,Bri,Esy,Lft,Horz,Horz,104,0.25,0,65,45,61,11.8774681459724,76,111,Correct,Correct,1.0159439809426,261.606351303288,0.5,0.35,1.0159439809426,0.0244670610758133,108.699647266353,0.74,-158.970653507285,247.446259545325
3,1,3,l1,Datafile processing l1 Block 1 event 3,Bri,Hrd,Lft,Horz,Horz,103,0.32,0,46,37,36,8.6706640249929,58,102,Incorrect,Incorrect,1.00758483282877,273.727137957084,0.66,0.44,1.00758483282877,-0.00162505343220332,101.996962169273,0.227272727272727,117.905915894925,245.446944141525
4,1,4,l1,Datafile processing l1 Block 1 event 4,Bri,Esy,Rgt,Horz,Vert,117,0.51,0,65,56,55,9.36983204327267,76,117,Correct,Correct,1.00520225747157,271.408039901982,0.62,0.41,1.00520225747157,-0.0100844749939045,104.165098251565,0.758064516129032,111.53669656107,246.755725613314
5,1,5,l1,Datafile processing l1 Block 1 event 5,Bri,Hrd,Rgt,Horz,Vert,93,0.3,0,49,37,35,10.3648705085369,62,93,Correct,Correct,1.00811526032522,271.321975197653,0.58,0.31,1.00811526032522,-0.0031387452356619,104.338307280907,0.206896551724138,113.568311631614,244.708024699775
6,1,6,l1,Datafile processing l1 Block 1 event 6,Bri,Esy,Rgt,Vert,Vert,100,0.46,0,60,51,51,10.8125395710085,71,109,Correct,Correct,1.01436817653736,284.40094400682,0.58,0.38,1.01436817653736,0.00119614361634594,122.503390106582,0.741379310344828,146.473843363088,243.278676333318
7,1,7,l1,Datafile processing l1 Block 1 event 7,Bri,Hrd,Rgt,Horz,Horz,110,0.47,0,63,52,51,9.72642043039423,75,109,Correct,Correct,1.00607982737038,286.543378931619,0.58,0.34,1.00607982737038,-0.00308099809081615,103.087332875246,0.793103448275862,121.830275801179,257.320179186317
8,1,8,l1,Datafile processing l1 Block 1 event 8,Bri,Esy,Lft,Vert,Vert,123,0.72,0,84,78,78,10.7462920548124,96,122,Correct,Correct,1.00163685713572,271.348023283385,0.44,0.26,1.00163685713572,-0.0124323603392921,109.705807205848,0.772727272727273,-147.965704766396,229.252727084662
9,1,9,l1,Datafile processing l1 Block 1 event 9,Bri,Hrd,Lft,Horz,Vert,111,0.25,0,58,36,44,8.35165131655706,70,111,Incorrect,Incorrect,1.01495575334213,250.389823085052,0.67,0.41,1.01495575334213,0.0189378846434505,126.935367177648,0.850746268656716,131.603462356501,232.466924634735
10,1,10,l1,Datafile processing l1 Block 1 event 10,Bri,Esy,Lft,Vert,Horz,115,0.46,0,66,52,55,8.61977264275714,83,112,Correct,Correct,1.04614658537102,277.196452705957,0.57,0.29,1.04614658537102,0.0869571093411464,104.256391711735,0.0175438596491228,-152.948950471902,234.675693103448
11,1,11,l1,Datafile processing l1 Block 1 event 11,Bri,Esy,Rgt,Horz,Horz,103,0.27,0,55,44,46,9.53454236539008,68,104,Correct,Correct,1.01120192263643,274.806805030515,0.58,0.36,1.01120192263643,0.0141936450714622,98.5657552138665,0.741379310344828,139.42717498655,239.978849761042
12,1,12,l1,Datafile processing l1 Block 1 event 12,Bri,Hrd,Lft,Vert,Vert,114,0.53,0,68,59,60,10.6723225392684,79,117,Correct,Correct,1.0071591765524,266.332510830627,0.57,0.38,1.0071591765524,0.0283373388814711,105.36363868528,0.754385964912281,-142.408861807599,228.185948675416
13,1,13,l1,Datafile processing l1 Block 1 event 13,Bri,Hrd,Rgt,Vert,Horz,121,0.4,0,59,45,47,7.2500579494929,72,120,Correct,Correct,1.03643001948805,270.942089977265,0.73,0.48,1.03643001948805,0.0659143820399316,125.742877883224,0.780821917808219,142.131123012641,234.315589472803
14,1,14,l1,Datafile processing l1 Block 1 event 14,Bri,Hrd,Lft,Vert,Horz,121,0.43,0,64,49,48,6.71160390170111,84,121,Incorrect,Incorrect,1.05103272001664,269.232213497827,0.73,0.37,1.05103272001664,0.0840097942106716,107.39071428746,0.808219178082192,105.311627565895,246.784898148776
15,1,15,l1,Datafile processing l1 Block 1 event 15,Bri,Esy,Lft,Horz,Vert,116,0.49,0,61,54,53,9.60337585973846,75,116,Correct,Correct,1.006466527384,301.489283700374,0.63,0.41,1.006466527384,0.0151413149777914,106.072762105143,0.698412698412698,-169.282044308895,247.06284645825
16,1,16,l1,Datafile processing l1 Block 1 event 16,Bri,Hrd,Rgt,Vert,Vert,106,0.5,0,65,56,55,9.68923687310653,77,105,Correct,Correct,1.00438750694329,272.480507028445,0.5,0.28,1.00438750694329,0.0180190555828511,126.731217920568,0.86,140.181075652856,233.198733365179
17,2,1,l1,Datafile processing l1 Block 2 event 1,Drk,Hrd,Lft,Horz,Horz,104,0.43,0,56,49,47,11.8535713180796,67,104,Correct,Correct,1.0136360150491,291.812526808591,0.57,0.37,1.0136360150491,0.0367800054781348,99.2808552160035,0.701754385964912,-156.373908761815,244.408281961474
18,2,2,l1,Datafile processing l1 Block 2 event 2,Drk,Esy,Rgt,Horz,Vert,101,0.53,0,64,57,56,11.9858747629165,74,105,Correct,Correct,1.01737749798953,272.646212907658,0.49,0.31,1.01737749798953,0.0086366673026574,110.476300130493,0.510204081632653,105.492451520146,251.481558290869
19,2,3,l1,Datafile processing l1 Block 2 event 3,Drk,Hrd,Lft,Horz,Vert,90,0.34,0,45,39,37,13.0323139021069,58,89,Correct,Correct,1.0012241483444,297.344806734262,0.52,0.31,1.0012241483444,0.00372810586786325,103.785366553024,0.788461538461538,-162.75436777767,246.567261118636
20,2,4,l1,Datafile processing l1 Block 2 event 4,Drk,Hrd,Rgt,Vert,Horz,119,0.38,0,54,45,45,10.1525121139226,64,114,Incorrect,Incorrect,1.00681549531105,309.181454600181,0.69,0.5,1.00681549531105,0.0182681876605862,114.613660478747,0.768115942028985,-182.422239331426,250.194567008998
21,2,5,l1,Datafile processing l1 Block 2 event 5,Drk,Esy,Lft,Horz,Horz,89,0.37,0,47,42,39,12.6712209508341,59,88,Correct,Correct,1.00123849295395,294.142755605492,0.49,0.29,1.00123849295395,-0.00507965081838533,103.689569336306,0.0408163265306122,-171.859874337429,236.807220309619
22,2,6,l1,Datafile processing l1 Block 2 event 6,Drk,Esy,Rgt,Vert,Vert,98,0.49,0,60,53,51,11.6612900094079,69,99,Correct,Correct,1.00817866959667,270.797303559612,0.48,0.3,1.00817866959667,0.00056153756425821,128.220302911375,0.854166666666667,137.446294327711,232.510166007662
23,2,7,l1,Datafile processing l1 Block 2 event 7,Drk,Hrd,Rgt,Vert,Vert,124,0.39,0,50,43,45,8.99547411048165,57,125,Correct,Incorrect,1.61393505849311,260.626384907843,0.8,0.68,1.61393505849311,0.29991834421372,128.848443133366,0.9125,136.780466658998,223.542693209921
24,2,8,l1,Datafile processing l1 Block 2 event 8,Drk,Hrd,Lft,Vert,Vert,132,0.49,0,72,56,54,11.6951551384694,81,126,Correct,Correct,1.04787939819582,278.016854383127,0.72,0.45,1.04787939819582,0.0447424334901053,114.388554054248,0.597222222222222,-139.141965205963,240.113644254393
25,2,9,l1,Datafile processing l1 Block 2 event 9,Drk,Esy,Rgt,Vert,Horz,94,0.48,0,58,53,52,12.9529772242901,68,94,Correct,Correct,1.00185058900074,276.535666473884,0.42,0.26,1.00185058900074,-0.0035833642054652,127.817235682678,0.80952380952381,141.434196319097,237.645915105726
26,2,10,l1,Datafile processing l1 Block 2 event 10,Drk,Hrd,Lft,Vert,Horz,89,0.43,0,53,48,45,13.1091181367094,63,90,Correct,Correct,1.02433852824778,291.137789361562,0.45,0.27,1.02433852824778,0.0111532794444432,111.17769267336,0.844444444444444,-152.069504731937,246.87706271699
27,2,11,l1,Datafile processing l1 Block 2 event 11,Drk,Esy,Lft,Vert,Horz,92,0.34,0,44,39,37,12.6910022449063,54,90,Correct,Correct,1.04497417200667,289.967840544863,0.53,0.36,1.04497417200667,-0.00662221628037984,108.148620066932,0.735849056603774,-151.070421834933,246.607426942494
28,2,12,l1,Datafile processing l1 Block 2 event 12,Drk,Esy,Rgt,Horz,Horz,96,0.41,0,56,47,46,10.2356114406262,72,102,Correct,Correct,1.03465886628528,273.328246607617,0.56,0.3,1.03465886628528,0.0421343400072506,109.448587947018,0.660714285714286,102.402053766763,254.231244452909
29,2,13,l1,Datafile processing l1 Block 2 event 13,Drk,Hrd,Rgt,Horz,Horz,112,0.44,0,53,48,47,12.9725316292653,63,112,Incorrect,Incorrect,1.00395129532818,300.66650153954,0.65,0.49,1.00395129532818,0.0203148324773175,112.304735629714,0.784615384615385,-169.574962036988,246.135246372902
30,2,14,l1,Datafile processing l1 Block 2 event 14,Drk,Hrd,Rgt,Horz,Vert,177,0.51,0,78,58,56,8.15391634701296,139,180,Incorrect,Correct,1.36415095357093,277.181992457793,1.24,0.41,1.36415095357093,0.175869917735135,112.474516212518,0.82258064516129,-157.157333224306,228.115295495038
31,2,15,l1,Datafile processing l1 Block 2 event 15,Drk,Esy,Lft,Horz,Vert,113,0.4,0,55,46,45,12.6561571719175,68,110,Correct,Correct,1.06281567792931,294.365689298793,0.65,0.42,1.06281567792931,0.0879124638612066,112.685870415248,0.6,-161.469427659842,245.06811229578
32,2,16,l1,Datafile processing l1 Block 2 event 16,Drk,Esy,Lft,Vert,Vert,99,0.43,0,52,48,45,14.0006783005652,62,97,Correct,Correct,1.0357365638715,290.09137609379,0.52,0.35,1.0357365638715,-0.00177894838232383,108.366516818563,0.596153846153846,-152.104768887696,245.255559723029
33,3,1,l1,Datafile processing l1 Block 3 event 1,Bri,Esy,Lft,Horz,Vert,99,0.49,0,58,53,52,14.1266235415145,69,94,Correct,Correct,1.00658791295849,301.691831016868,0.42,0.25,1.00658791295849,-0.00480161673768781,104.150353003386,0.0476190476190476,-166.030387410844,249.383104790509
34,3,2,l1,Datafile processing l1 Block 3 event 2,Bri,Esy,Lft,Vert,Horz,88,0.45,0,54,50,49,14.0879471660795,65,96,Correct,Correct,1.03789799480122,286.605541668753,0.47,0.31,1.03789799480122,-0.0132053144803965,109.07912549898,0.617021276595745,-149.70773926812,243.441912063762
35,3,3,l1,Datafile processing l1 Block 3 event 3,Bri,Esy,Rgt,Horz,Horz,90,0.38,0,49,42,41,10.9565867010604,60,89,Correct,Correct,1.00433309358479,274.992652239265,0.48,0.29,1.00433309358479,0.0107509320199466,108.893821739107,0.104166666666667,123.082452653706,243.514477525959
36,3,4,l1,Datafile processing l1 Block 3 event 4,Bri,Esy,Rgt,Vert,Vert,82,0.29,0,42,34,33,11.4774544919157,54,84,Correct,Correct,1.02061517336427,275.939943686947,0.51,0.3,1.02061517336427,0.0507471907684929,125.602069313654,0.764705882352941,146.605449335216,231.835368495835
37,3,5,l1,Datafile processing l1 Block 3 event 5,Bri,Hrd,Rgt,Vert,Horz,83,0.29,0,41,34,32,13.0163466902947,51,84,Correct,Correct,1.02474140059714,290.00105785343,0.52,0.33,1.02474140059714,0.0389633397270743,125.538719882081,0.692307692307692,143.51329344205,250.497975182253
38,3,6,l1,Datafile processing l1 Block 3 event 6,Bri,Esy,Lft,Horz,Horz,124,0.46,0,61,51,49,10.8487311100967,100,130,Correct,Incorrect,1.38668736764507,288.53794948737,0.81,0.3,1.38668736764507,0.260902958960821,116.437697688776,0.790123456790123,-160.356284829175,237.490714319571
39,3,7,l1,Datafile processing l1 Block 3 event 7,Bri,Hrd,Rgt,Horz,Horz,81,0.28,0,42,33,32,10.4465148264553,57,81,Correct,Correct,1.02138059783671,278.102694671721,0.49,0.24,1.02138059783671,0.054498546085595,110.118086888564,0.795918367346939,105.819090261263,255.758091969736
40,3,8,l1,Datafile processing l1 Block 3 event 8,Bri,Hrd,Lft,Horz,Vert,86,0.37,0,49,43,41,12.1695113122921,61,94,Incorrect,Incorrect,1.03413352157186,264.394934846516,0.53,0.33,1.03413352157186,0.0619615359515365,132.248961965021,0.69811320754717,145.025845088889,219.991084187814
41,3,9,l1,Datafile processing l1 Block 3 event 9,Bri,Esy,Lft,Vert,Vert,98,0.44,0,54,49,47,14.7872541697957,63,98,Correct,Correct,1.01734731702858,283.428052623458,0.51,0.35,1.01734731702858,0.0285986956571156,109.567583313997,0.549019607843137,-143.523562007798,244.830175197657
42,3,10,l1,Datafile processing l1 Block 3 event 10,Bri,Hrd,Rgt,Horz,Vert,82,0.34,0,46,39,38,12.0231886207895,59,82,Correct,Correct,1.00833338696243,275.320679465491,0.44,0.23,1.00833338696243,0.0303656814623085,110.38157812171,0.545454545454545,111.862645471937,251.471715085008
43,3,11,l1,Datafile processing l1 Block 3 event 11,Bri,Hrd,Lft,Vert,Vert,97,0.43,0,53,48,46,12.7009046775545,67,98,Correct,Correct,1.00753003597284,289.393597145202,0.52,0.31,1.00753003597284,0.0316002646280595,111.108976564923,0.711538461538462,-150.386637602635,246.152253667496
44,3,12,l1,Datafile processing l1 Block 3 event 12,Bri,Hrd,Lft,Horz,Horz,105,0.38,0,52,44,43,11.0911998267175,65,112,Incorrect,Incorrect,1.03482184546314,272.660660347877,0.69,0.47,1.03482184546314,0.020542804147683,113.80692366587,0.608695652173913,106.294561292433,249.655141083859
45,3,13,l1,Datafile processing l1 Block 3 event 13,Bri,Hrd,Lft,Vert,Horz,109,0.45,0,72,52,52,8.6018163859593,83,108,Incorrect,Incorrect,1.0181177060641,250.763040805518,0.56,0.25,1.0181177060641,0.0429779928454837,117.2148978327,0.857142857142857,89.4443022355922,231.34226172538
46,3,14,l1,Datafile processing l1 Block 3 event 14,Bri,Esy,Rgt,Vert,Horz,90,0.39,0,54,45,43,10.994580920816,64,98,Correct,Correct,1.04220323032326,267.829132941717,0.55,0.34,1.04220323032326,0.0540032734599189,126.517457896129,0.745454545454545,147.339624900642,222.029594905836
47,3,15,l1,Datafile processing l1 Block 3 event 15,Bri,Hrd,Rgt,Vert,Vert,85,0.34,0,48,40,38,11.508385835981,58,84,Correct,Correct,1.00701507507484,271.111886708178,0.46,0.26,1.00701507507484,0.0231501820345648,127.64302806524,0.826086956521739,147.233556942068,227.304730742045
48,3,16,l1,Datafile processing l1 Block 3 event 16,Bri,Esy,Rgt,Horz,Vert,79,0.35,0,46,40,38,12.7312102857656,58,79,Correct,Correct,1.00379173924805,278.981038857403,0.41,0.21,1.00379173924805,0.00587472869721598,105.540168412898,0.292682926829268,118.710608394357,250.258391157257
49,4,1,l1,Datafile processing l1 Block 4 event 1,Drk,Esy,Lft,Vert,Vert,77,0.31,0,42,36,34,13.3013035993586,54,74,Correct,Correct,1.00358584059058,290.479383790451,0.4,0.2,1.00358584059058,0.00662233973536581,106.367536134692,0.825,-154.753705211343,244.203116301057
50,4,2,l1,Datafile processing l1 Block 4 event 2,Drk,Hrd,Rgt,Horz,Horz,71,0.29,0,40,34,33,10.3010470918263,60,71,Incorrect,Incorrect,1.00621060678755,248.412738850512,0.38,0.11,1.00621060678755,0.0145335886992373,103.84554745938,1.02631578947368,-128.800413525596,202.303964381113
51,4,3,l1,Datafile processing l1 Block 4 event 3,Drk,Hrd,Rgt,Vert,Horz,124,0.51,0,68,55,57,6.3310134797571,103,123,Correct,Correct,1.0475581134571,242.514405275117,0.66,0.2,1.0475581134571,0.0779484881956615,121.883181849015,1.01515151515152,122.860026927261,210.652371065321
52,4,4,l1,Datafile processing l1 Block 4 event 4,Drk,Esy,Rgt,Vert,Vert,86,0.35,0,51,41,39,11.22899195161,62,90,Correct,Correct,1.01642794476601,267.77291348077,0.51,0.28,1.01642794476601,-0.00959758138094537,128.416380015781,0.745098039215686,138.680514263854,227.865748626528
53,4,5,l1,Datafile processing l1 Block 4 event 5,Drk,Hrd,Lft,Vert,Vert,87,0.38,0,47,42,41,15.0185222276459,56,81,Correct,Correct,1.01978263708804,288.804781979273,0.4,0.25,1.01978263708804,0.0303976002464829,112.276343210067,0.75,-152.942460091779,245.911249328431
54,4,6,l1,Datafile processing l1 Block 4 event 6,Drk,Esy,Lft,Vert,Horz,82,0.35,0,44,39,38,14.458549149973,54,80,Correct,Correct,1.00837274809061,283.098692351438,0.42,0.26,1.00837274809061,-0.00613830932183115,108.846269595158,0.619047619047619,-148.229335181998,239.447798563503
55,4,7,l1,Datafile processing l1 Block 4 event 7,Drk,Esy,Lft,Horz,Horz,78,0.34,0,42,38,37,16.874402884811,53,79,Correct,Correct,1.0064607231956,306.848889112488,0.42,0.26,1.0064607231956,0.0136914563837472,114.355866389287,0.738095238095238,-170.04071722373,253.396405032623
56,4,8,l1,Datafile processing l1 Block 4 event 8,Drk,Hrd,Lft,Vert,Horz,82,0.34,0,42,38,38,14.1479834782522,52,78,Correct,Correct,1.00325125486229,283.111808465132,0.4,0.26,1.00325125486229,-0.0170636240736473,112.83441025193,0.625,-149.695335295898,239.323104151283
57,4,9,l1,Datafile processing l1 Block 4 event 9,Drk,Esy,Lft,Horz,Vert,80,0.33,0,42,37,36,13.1321069745477,53,78,Correct,Correct,1.00156857459034,298.108007795368,0.42,0.25,1.00156857459034,0.00506987084565442,106.992996221933,0.880952380952381,-176.262283762432,239.735237963853
58,4,10,l1,Datafile processing l1 Block 4 event 10,Drk,Hrd,Rgt,Horz,Vert,107,0.66,0,45,37,36,8.95158552914908,84,114,Correct,Incorrect,1.23070199452097,270.037418331063,0.78,0.3,1.23070199452097,0.125031606803898,108.982550095811,0.961538461538462,104.659374160333,248.520964451449
59,4,11,l1,Datafile processing l1 Block 4 event 11,Drk,Hrd,Rgt,Vert,Vert,96,0.38,0,58,50,50,11.8970694745355,67,106,Correct,Correct,1.04310043435734,265.772998085335,0.56,0.39,1.04310043435734,0.0397956374649415,132.908999049483,0.767857142857143,138.463703754318,232.321263316308
60,4,12,l1,Datafile processing l1 Block 4 event 12,Drk,Esy,Rgt,Horz,Vert,83,0.37,0,49,42,39,12.1188170616547,60,83,Correct,Correct,1.00541096790298,262.367713991198,0.44,0.23,1.00541096790298,0.0163425595669322,112.048676006006,0.659090909090909,97.8767863163276,242.744106262662
61,4,13,l1,Datafile processing l1 Block 4 event 13,Drk,Esy,Rgt,Horz,Horz,79,0.32,0,44,37,36,13.5329309098013,55,78,Correct,Correct,1.00711335807474,277.557976853802,0.42,0.23,1.00711335807474,0.0210187557574317,110.119849605758,0.261904761904762,117.37525290414,250.140813454957
62,4,14,l1,Datafile processing l1 Block 4 event 14,Drk,Hrd,Lft,Horz,Vert,83,0.43,0,51,47,47,16.3710464831536,62,83,Correct,Correct,1.00391741978715,296.735399274951,0.36,0.21,1.00391741978715,0.0101160226404208,108.551034075972,0.777777777777778,-170.180009285952,241.348026241422
63,4,15,l1,Datafile processing l1 Block 4 event 15,Drk,Hrd,Lft,Horz,Horz,77,0.36,0,44,40,38,16.9715289357709,54,77,Correct,Correct,1.00167548739489,307.284419323325,0.39,0.23,1.00167548739489,-0.00282950002726087,118.090949995859,0.743589743589744,-190.232426727295,240.32351158734
64,4,16,l1,Datafile processing l1 Block 4 event 16,Drk,Esy,Rgt,Vert,Horz,93,0.38,0,52,42,42,9.0872990145513,70,93,Correct,Correct,1.00723223953008,264.384299959479,0.51,0.23,1.00723223953008,0.0270002252125398,131.584836620761,0.803921568627451,141.417773814123,222.808705439356
65,5,1,l1,Datafile processing l1 Block 5 event 1,Bri,Hrd,Rgt,Vert,Vert,73,0.27,0,39,33,31,13.4742836345937,50,73,Correct,Correct,1.00513562688318,272.503155005026,0.42,0.23,1.00513562688318,-0.0119937820462356,129.141084701233,0.833333333333333,142.891736231805,231.516378512
66,5,2,l1,Datafile processing l1 Block 5 event 2,Bri,Hrd,Lft,Horz,Vert,83,0.24,0,43,30,29,8.06960491480062,70,88,Incorrect,Incorrect,1.03612950163307,276.069258355212,0.59,0.18,1.03612950163307,0.0151071344727226,131.834672365272,0.813559322033898,142.185041100881,236.032903522487
67,5,3,l1,Datafile processing l1 Block 5 event 3,Bri,Esy,Lft,Vert,Vert,96,0.47,0,59,52,49,11.3434899950614,70,96,Correct,Correct,1.00260429482313,271.950022035303,0.47,0.26,1.00260429482313,0.0162948714493862,113.063555648058,0.893617021276596,-145.079113776364,229.294606675082
68,5,4,l1,Datafile processing l1 Block 5 event 4,Bri,Esy,Rgt,Horz,Vert,80,0.34,0,46,39,36,12.6251130094025,57,79,Correct,Correct,1.00780175907764,274.261428591047,0.43,0.22,1.00780175907764,0.0163505232563312,112.568274918774,0.674418604651163,112.149162145688,248.626450017518
69,5,5,l1,Datafile processing l1 Block 5 event 5,Bri,Hrd,Lft,Horz,Horz,96,0.47,0,61,48,53,7.50362172751978,70,97,Incorrect,Incorrect,1.01390497872574,212.263641610069,0.44,0.27,1.01390497872574,0.0233035571466886,113.564903760502,1.02272727272727,71.9605676958166,206.053462009001
70,5,6,l1,Datafile processing l1 Block 5 event 6,Bri,Esy,Rgt,Vert,Vert,74,0.3,0,42,35,33,13.5814332058841,53,73,Correct,Correct,1.00541073863221,272.303329309167,0.4,0.2,1.00541073863221,-0.0246238058475073,130.078535536339,0.825,139.343306296245,233.347585110651
71,5,7,l1,Datafile processing l1 Block 5 event 7,Bri,Esy,Lft,Vert,Horz,87,0.44,0,53,48,45,14.814351378524,63,86,Correct,Correct,1.00639306980394,279.088217850288,0.41,0.23,1.00639306980394,-0.0255517935489342,116.755693841338,0.682926829268293,-138.898286222188,240.036075043048
72,5,8,l1,Datafile processing l1 Block 5 event 8,Bri,Esy,Rgt,Vert,Horz,71,0.28,0,39,33,32,13.6903430104717,50,71,Correct,Correct,1.0023875810418,278.858692807889,0.39,0.21,1.0023875810418,0.00147216154435283,133.035683563144,0.794871794871795,140.67058094821,240.943357137033
73,5,9,l1,Datafile processing l1 Block 5 event 9,Bri,Hrd,Rgt,Vert,Horz,70,0.27,0,38,32,31,13.3166192044132,49,70,Correct,Correct,1.00326508382008,273.287126311033,0.39,0.21,1.00326508382008,-0.00906196062875769,133.059774306448,0.846153846153846,143.999047575215,232.40363573069
74,5,10,l1,Datafile processing l1 Block 5 event 10,Bri,Esy,Lft,Horz,Horz,85,0.41,0,51,46,44,15.4435729439394,62,83,Correct,Correct,1.00183722299793,295.577514370712,0.39,0.21,1.00183722299793,0.0148026057027576,111.245490737181,0.871794871794872,-160.066511967089,247.577692034847
75,5,11,l1,Datafile processing l1 Block 5 event 11,Bri,Hrd,Lft,Vert,Horz,100,0.42,0,53,47,46,12.5380397233089,63,95,Correct,Correct,1.00796662056437,290.885264130828,0.49,0.32,1.00796662056437,0.0167921524387428,116.642990464398,0.938775510204082,-153.445210334001,245.400552730806
76,5,12,l1,Datafile processing l1 Block 5 event 12,Bri,Hrd,Rgt,Horz,Vert,77,0.3,0,41,34,33,12.8053964661174,53,78,Correct,Correct,1.01023143412932,269.491269189113,0.45,0.25,1.01023143412932,-0.000908229571264633,113.751082980327,0.555555555555556,105.24620431354,247.309193840518
77,5,13,l1,Datafile processing l1 Block 5 event 13,Bri,Hrd,Rgt,Horz,Horz,80,0.34,0,45,39,37,13.6808300116709,56,79,Correct,Correct,1.00688593265706,272.512315110233,0.42,0.23,1.00688593265706,0.0196957985408721,116.540599232945,0.666666666666667,113.557246723207,246.394485259316
78,5,14,l1,Datafile processing l1 Block 5 event 14,Bri,Esy,Lft,Horz,Vert,87,0.4,0,49,45,43,15.1633640758127,60,88,Correct,Correct,1.00623323424638,306.847099090485,0.45,0.28,1.00623323424638,-0.0022559332033045,110.107571798415,0.733333333333333,-182.60583657002,244.756434777977
79,5,15,l1,Datafile processing l1 Block 5 event 15,Bri,Esy,Rgt,Horz,Horz,75,0.31,0,41,35,34,13.5868586972989,52,72,Correct,Correct,1.00327883108143,265.857047538982,0.38,0.2,1.00327883108143,0.0121590627900526,108.835233239192,0.763157894736842,110.553095951893,240.840215841626
80,5,16,l1,Datafile processing l1 Block 5 event 16,Bri,Hrd,Lft,Vert,Vert,101,0.32,0,57,48,45,10.0085014036806,64,101,Correct,Correct,1.01700467745882,273.184129247121,0.56,0.37,1.01700467745882,0.0170003002555534,118.216423550588,1.01785714285714,-146.225923088769,234.934857511795
81,6,1,l1,Datafile processing l1 Block 6 event 1,Drk,Hrd,Rgt,Vert,Vert,110,0.42,0,61,49,45,9.95100803739922,70,110,Correct,Correct,1.03314079098175,257.248044319321,0.65,0.4,1.03314079098175,0.0656757423731174,130.056096930003,1.01538461538462,124.633930303231,225.782727110341
82,6,2,l1,Datafile processing l1 Block 6 event 2,Drk,Esy,Lft,Horz,Vert,77,0.35,0,44,40,38,15.1496723713424,55,76,Correct,Correct,1.00197470363512,299.696793463695,0.38,0.21,1.00197470363512,-0.0141901449730593,109.956409150099,0.868421052631579,-182.840683863736,236.420358857808
83,6,3,l1,Datafile processing l1 Block 6 event 3,Drk,Esy,Rgt,Vert,Horz,85,0.33,0,53,45,42,13.0174023900978,63,84,Correct,Correct,1.00077882789308,269.149204588766,0.42,0.21,1.00077882789308,0.00319555704483891,130.392442226337,0.833333333333333,141.458694642409,232.9847408094
84,6,4,l1,Datafile processing l1 Block 6 event 4,Drk,Hrd,Rgt,Horz,Vert,112,0.57,0,69,62,58,12.2924536315762,78,112,Correct,Correct,1.03429132125511,273.047664903625,0.54,0.34,1.03429132125511,0.0608499638421128,121.207072230365,0.722222222222222,100.220361792048,252.190827193039
85,6,5,l1,Datafile processing l1 Block 6 event 5,Drk,Hrd,Lft,Vert,Horz,76,0.35,0,44,40,39,14.3150768250492,55,74,Correct,Correct,1.00198567040859,284.933101153482,0.35,0.19,1.00198567040859,-0.0151555492040875,114.836372965647,0.8,-160.888155179392,235.251952790494
86,6,6,l1,Datafile processing l1 Block 6 event 6,Drk,Hrd,Rgt,Vert,Horz,75,0.34,0,44,37,36,10.8000095202419,53,132,Correct,Incorrect,1.84912099227857,257.762271983946,0.96,0.79,1.84912099227857,0.340966521132946,128.04774719199,0.927083333333333,134.468026308709,219.653756029274
87,6,7,l1,Datafile processing l1 Block 6 event 7,Drk,Esy,Rgt,Vert,Vert,88,0.44,0,55,49,47,13.2845642854122,65,88,Correct,Correct,1.00314755860658,267.543073788394,0.41,0.23,1.00314755860658,-0.0203509395675859,127.385392847294,0.829268292682927,141.769441898824,226.463881836118
88,6,8,l1,Datafile processing l1 Block 6 event 8,Drk,Esy,Lft,Vert,Vert,86,0.36,0,46,41,39,13.1286960293699,57,84,Correct,Correct,1.00321816409134,272.706916259653,0.45,0.27,1.00321816409134,-0.0181273269023444,113.511119105192,0.688888888888889,-139.273845529368,232.099351036743
89,6,9,l1,Datafile processing l1 Block 6 event 9,Drk,Esy,Lft,Vert,Horz,75,0.36,0,45,40,39,16.1288504256945,55,74,Correct,Correct,1.00494080662958,298.795876698457,0.35,0.19,1.00494080662958,-0.0184383874613709,115.891494579506,0.771428571428571,-169.949448018466,245.428523292082
90,6,10,l1,Datafile processing l1 Block 6 event 10,Drk,Hrd,Lft,Horz,Horz,76,0.31,0,40,36,34,15.1853097075906,51,77,Correct,Correct,1.00251554800039,307.5033584222,0.43,0.26,1.00251554800039,-0.00445053131079357,111.546652129745,0.790697674418605,-183.202427106336,245.353060372233
91,6,11,l1,Datafile processing l1 Block 6 event 11,Drk,Hrd,Lft,Horz,Vert,86,0.34,0,47,39,37,14.2238594298766,58,87,Correct,Correct,1.00507605693065,305.118258141864,0.5,0.29,1.00507605693065,0.0110092822352808,109.533115202088,0.72,-180.025385521319,244.188570802275
